Timestamp,energy_price_ERCOT,p_RegU_ERCOT,loc_RegU_ERCOT,p_RegD_ERCOT,loc_RegD_ERCOT,p_Spin_ERCOT,deploy_factor_Spin_ERCOT,loc_Spin_ERCOT,p_NSpin_ERCOT,deploy_factor_NSpin_ERCOT,loc_NSpin_ERCOT,p_ECRS_ERCOT,deploy_factor_ECRS_ERCOT,loc_ECRS_ERCOT
2023-01-01 00:00:00,49.30352602656473,4.792346472289415,0.0,10.719538623871527,0.0,24.421193536475958,0.0,0.0,8.239102827131834,0.0,0.0,13.165659565248717,0.0,0.0
2023-01-01 01:00:00,29.650131641423442,9.316461076598374,0.0,11.196118183384852,0.0,6.080781201195752,0.060591517819385474,0.0,16.803565490935405,0.0,0.0,5.415868368494664,0.0,0.0
2023-01-01 02:00:00,51.57210147582648,23.738822628736887,0.0,9.445052549716793,0.0,6.958003833653251,0.0,0.0,6.411325621640252,0.0,0.0,9.442389616300593,0.0,0.0
2023-01-01 03:00:00,81.72141276509169,26.408111066944052,0.0,27.980964282654114,0.0,19.66935034209763,0.03648573808818329,0.0,22.23921045590056,0.0,1.5428929011362598,30.5454814980201,0.0,0.0
2023-01-01 04:00:00,62.55007240609258,28.887419098229156,0.0,28.620423171110843,0.0,25.581128719066438,0.0,0.0,28.567814494686584,0.0,0.0,19.307413317611218,0.0,0.0
2023-01-01 05:00:00,87.10112643083859,8.630922059720481,0.0,30.390692078792796,0.0,23.226198892017898,0.0,0.0,18.190394297134603,0.0,0.0,40.76367257445984,0.0,0.0
2023-01-01 06:00:00,48.63690029476614,10.342198811389112,1.04216775351593,16.790649452807738,0.0,9.828349207453012,0.0,0.0,13.984623774494668,0.0,0.0,22.852946007772225,0.0,0.0
2023-01-01 07:00:00,61.61745311880635,8.885820789360936,0.0,23.67022231230538,0.0,12.600789034633415,0.0,0.0,19.830287690253424,0.0,0.0,21.266478836866415,0.0,1.0262302376968595
2023-01-01 08:00:00,51.68041614338298,17.218852084852806,0.0,14.347715978382546,0.0,9.656218172430174,0.0,0.0,18.451407210444923,0.21944319696075024,0.0,15.673627834798184,0.0,0.0
2023-01-01 09:00:00,47.90620434072065,22.46356246485652,0.0,16.42381889847188,0.0,17.860190092792635,0.0,0.0,7.649943250717792,0.49670797901814473,0.6664833413714556,14.819750862721829,0.0,0.0
2023-01-01 10:00:00,60.00980390783845,19.985817798154237,0.0,30.85225462476378,0.0,29.494586561433376,0.0,0.0,17.737124319344357,0.0,0.0,24.29430004072808,0.34618832668597155,0.0
2023-01-01 11:00:00,49.91762634785558,17.39747815431474,0.0,22.257546686951848,0.0,6.741055326059042,0.0,0.0,11.216517966701167,0.0,0.0,17.669116387524245,0.18850113996936568,0.0
2023-01-01 12:00:00,47.75402213223746,5.470491126430863,0.0,10.795859018915397,0.0,10.412208678912565,0.0,0.0,11.491088714453124,0.17065646315278066,0.0,24.951326464442236,0.0,0.0
2023-01-01 13:00:00,60.052544773147616,29.19999387053655,0.0,18.285226548078445,0.0,10.51809355200032,0.0,0.0,26.383355638162012,0.0,0.0,20.659674900592854,0.0,0.0
