Timestamp,p_RegU_ERCOT,loc_RegU_ERCOT,p_RegD_ERCOT,loc_RegD_ERCOT,p_Spin_ERCOT,loc_Spin_ERCOT,p_NSpin_ERCOT,loc_NSpin_ERCOT,p_ECRS_ERCOT,loc_ECRS_ERCOT
2023-01-01 00:00:00,14.7392,0.0,9.9719,0.0,25.5358,0.0,14.5275,0.0,11.5574,0.74
2023-01-01 01:00:00,15.0047,0.0,1.5176,0.0,14.0672,0.0,6.2738,0.0,13.0019,0.0
2023-01-01 02:00:00,10.5232,0.0,20.353,0.0,18.2222,0.0,13.9454,0.0,15.1635,0.0
2023-01-01 03:00:00,15.2251,0.0,26.8578,0.0,23.6784,0.0,25.3776,0.0,3.7176,0.0
2023-01-01 04:00:00,9.0864,0.0,6.8892,0.0,29.5306,0.0,6.9175,0.0,23.374,0.0
2023-01-01 05:00:00,0.0,0.0,32.443,0.0,21.2789,0.0,31.0294,0.0,24.1087,0.0
2023-01-01 06:00:00,12.6181,0.0,28.8165,0.0,27.5825,0.0,26.1806,0.0,28.0225,0.0
2023-01-01 07:00:00,3.5459,0.0,9.8112,0.0,12.4229,0.0,7.6229,0.0,28.3864,0.0
2023-01-01 08:00:00,9.3772,0.0,12.0904,0.0,14.3893,0.0,19.8631,0.0,6.8082,0.0
2023-01-01 09:00:00,23.3239,0.0,17.0462,0.0,19.0011,0.0,9.5583,0.0,10.5155,0.0
2023-01-01 10:00:00,16.3219,0.0,32.5605,0.0,18.8536,0.0,11.8655,0.0,16.1854,0.0
2023-01-01 11:00:00,25.2697,0.0,13.1398,0.0,21.7224,0.0,14.7666,0.0,12.3391,0.0
2023-01-01 12:00:00,18.3243,0.0,31.387,0.0,26.6495,0.0,17.9984,0.0,19.3872,0.0
2023-01-01 13:00:00,6.908,0.0,21.5279,0.0,21.7605,0.0,25.5378,0.0,11.6194,0.0
2023-01-01 14:00:00,56.8504,0.0,17.5162,0.0,21.2722,0.0,24.6704,0.0,24.1123,0.0
2023-01-01 15:00:00,10.431,0.0,17.6801,0.0,14.561,0.0,19.4238,0.0,18.8044,0.0
2023-01-01 16:00:00,4.5656,1.0358,6.8663,0.0,18.8045,0.0,5.4741,0.0,12.7345,0.0
2023-01-01 17:00:00,20.5116,0.0,9.3163,0.0,6.2269,0.0,9.3278,0.0,13.9956,0.0
2023-01-01 18:00:00,7.3156,0.0,8.2342,0.0,12.5321,0.0,12.6195,0.0,23.3738,0.0
2023-01-01 19:00:00,7.0792,0.0,12.1614,0.0,8.6063,0.0,8.9607,0.0,14.1222,0.0
2023-01-01 20:00:00,14.6969,0.0,4.9328,0.0,18.9596,0.0,17.1566,0.0,22.3385,0.0
2023-01-01 21:00:00,3.8453,0.0,13.7629,0.0,8.2205,1.521,21.0622,0.0,10.6166,0.0
2023-01-01 22:00:00,12.8002,0.0,4.7872,0.0,20.7103,0.0,14.6734,0.9344,15.8212,0.0
2023-01-01 23:00:00,46.0073,0.0,20.6158,0.0,9.047,0.0,6.3284,0.0,23.3705,0.0
2023-01-02 00:00:00,4.4154,0.0,15.6094,0.0,4.4755,0.0,24.8353,0.0,4.1037,0.0
2023-01-02 01:00:00,23.4574,0.0,18.981,0.0,8.7593,0.0,28.1849,0.0,25.9328,0.0
2023-01-02 02:00:00,12.3866,0.0,26.8241,0.0,29.0494,0.0,19.2671,0.0,14.2655,0.0
2023-01-02 03:00:00,20.3012,0.0,18.4052,0.0,34.7625,0.0,33.0096,0.0,3.7848,0.0
2023-01-02 04:00:00,12.5026,0.0,2.2626,0.0,33.3135,0.0,20.4394,0.0,28.7894,0.0
2023-01-02 05:00:00,41.8523,0.0,33.533,0.0,25.5826,1.7533,30.3241,0.0,31.0747,0.0
2023-01-02 06:00:00,21.782,0.0,20.2163,0.0,72.6296,1.9143,20.1629,0.0,32.8489,0.0
2023-01-02 07:00:00,12.8163,0.0,21.6399,0.0,4.313,0.0,25.7625,0.0,27.172,0.0
2023-01-02 08:00:00,24.5307,0.0,10.9851,0.0,15.6651,0.0,35.6976,0.0,26.0435,0.0
2023-01-02 09:00:00,13.2914,0.0,14.897,0.0,15.0792,0.2057,6.0258,0.0,21.8448,0.0
2023-01-02 10:00:00,24.8588,0.0,31.5775,0.0,4.7813,0.0,8.1767,0.0,7.6204,0.0
2023-01-02 11:00:00,31.0232,0.0,15.4813,0.0,6.4942,0.0,12.7479,0.0,25.0755,0.0
2023-01-02 12:00:00,14.8234,0.0,14.2333,0.0,8.2445,0.0,17.3243,0.0,18.7878,0.0
2023-01-02 13:00:00,14.286,0.0,15.325,0.0,9.3665,0.0,21.6323,0.0,16.6776,0.0
2023-01-02 14:00:00,12.5477,0.0,16.1295,0.0,22.5181,0.0,7.0202,0.0,16.0356,1.7676
2023-01-02 15:00:00,9.4745,0.0,6.8744,0.0,15.8578,0.0,21.4868,0.0,17.8214,0.0
2023-01-02 16:00:00,19.204,0.0,9.6574,0.0,23.2987,0.0,9.0267,0.0,25.1053,0.0
2023-01-02 17:00:00,9.5741,0.0,6.4794,0.0,5.278,0.0,10.0183,0.0,8.9439,0.0
2023-01-02 18:00:00,0.0,0.0,11.1965,0.0,10.8653,0.0,7.7135,0.0,12.784,0.0
2023-01-02 19:00:00,13.2081,0.0,14.763,0.0,6.3501,0.0,12.0831,0.0,2.0056,0.0
2023-01-02 20:00:00,10.3733,0.0,15.2874,0.0,13.624,0.0,5.9609,0.0,27.2783,0.0
2023-01-02 21:00:00,6.4938,0.0,40.8679,0.0,16.2644,0.0,1.2619,0.0,13.377,0.0
2023-01-02 22:00:00,22.5911,0.0,10.2408,0.0,16.2436,0.0,9.4252,0.0,8.4085,0.0
2023-01-02 23:00:00,0.0138,0.0,4.8728,0.0,14.4561,0.0,15.5503,0.0,20.451,0.0
2023-01-03 00:00:00,31.0192,0.0,12.7773,0.0,24.4437,0.0,20.0224,0.0,14.8593,0.0
2023-01-03 01:00:00,18.3927,0.0,29.7355,0.0,1.9323,0.0,14.7785,0.0,32.9664,0.0
2023-01-03 02:00:00,22.4215,0.0,12.0193,0.0,11.0035,0.0,32.1019,0.0,25.7005,0.0
2023-01-03 03:00:00,34.2755,0.9825,21.7921,0.0,23.7293,0.0,23.7491,0.0,21.7063,0.7392
2023-01-03 04:00:00,25.5713,0.0,10.6658,0.0,13.2483,0.0,35.6018,0.0,36.7233,0.0
2023-01-03 05:00:00,13.7983,0.0,28.0285,0.0,8.8246,0.0,14.2183,0.0,10.6917,0.0
2023-01-03 06:00:00,25.1555,0.0,28.6478,0.0,19.5308,0.0,6.4014,0.0,11.3873,0.0
2023-01-03 07:00:00,28.3428,0.0,19.9839,0.0,4.6824,1.8788,18.8353,0.0,17.5809,0.0
2023-01-03 08:00:00,9.3871,0.0,19.1099,0.0,71.4325,0.0,21.8696,0.0,29.1957,1.6462
2023-01-03 09:00:00,29.2636,0.0,28.1831,0.0,20.5115,0.0,10.4636,0.0,17.7319,0.4457
2023-01-03 10:00:00,31.7589,0.0,10.2896,0.0,14.6737,0.0,30.7545,0.0,4.3887,0.0
2023-01-03 11:00:00,18.8919,0.0,15.3667,0.0,15.1766,0.0,31.1993,0.0,10.8531,0.0
2023-01-03 12:00:00,18.702,0.0,25.4459,0.0,30.039,0.0,26.4279,0.0,21.6092,0.0
2023-01-03 13:00:00,17.0904,0.0,16.5206,0.0,21.9801,0.0,24.7053,1.8158,14.5216,0.0
2023-01-03 14:00:00,11.0381,0.0,17.5015,0.0,18.7429,0.0,23.79,0.0,0.8992,0.0
2023-01-03 15:00:00,21.335,1.6899,7.6981,0.0,3.6662,0.0,5.3944,0.0,12.5418,0.0
2023-01-03 16:00:00,15.9984,0.0,15.1903,0.0,6.3425,0.0,17.5489,0.0,4.9332,0.0
2023-01-03 17:00:00,5.287,1.0279,1.6854,0.0,11.7004,0.0,5.5621,0.0,16.5711,0.0
2023-01-03 18:00:00,12.417,0.0,18.3422,0.0,19.3036,0.0,8.8191,0.0,10.4259,0.0
2023-01-03 19:00:00,26.9138,0.0,27.5135,0.0,2.4548,0.0,24.411,0.0,11.2819,0.0
2023-01-03 20:00:00,17.2274,0.0,15.8585,0.0,7.9984,0.0,3.7512,0.0,5.0477,0.0
2023-01-03 21:00:00,14.4086,0.0,6.6557,0.0,8.8044,0.0,3.6299,0.0,14.8599,0.0
2023-01-03 22:00:00,18.5325,0.0,0.0,0.0,16.487,0.0,17.9376,0.0,16.6272,0.0
2023-01-03 23:00:00,14.8494,0.0,16.0463,0.0,21.0233,0.0,17.7393,0.0,2.6977,0.0
2023-01-04 00:00:00,16.5795,0.0,23.6486,0.0,7.1865,0.0,19.9487,0.0,11.8003,0.0
2023-01-04 01:00:00,5.8522,0.0,29.4084,0.0,25.0397,0.0,11.2246,0.0,11.6977,1.6893
2023-01-04 02:00:00,7.1295,0.0,42.2688,0.0,11.067,0.0,39.3533,0.0,21.9736,0.0
2023-01-04 03:00:00,25.8041,0.0,14.5139,0.0,3.9366,0.0,7.7495,0.0,0.9319,0.0
2023-01-04 04:00:00,22.5796,0.0,35.1282,0.0,16.1471,0.0,12.1932,0.0,30.9951,0.0
2023-01-04 05:00:00,38.8244,0.0,35.2055,0.0,30.2554,0.0,36.6768,1.3648,30.4812,0.0
2023-01-04 06:00:00,18.9239,0.0,37.5746,0.0,22.4751,0.0,15.7216,0.0,9.9162,0.0
2023-01-04 07:00:00,30.2342,1.1102,27.191,1.2375,9.4948,0.0,40.4916,0.0,28.2648,1.8828
2023-01-04 08:00:00,23.1532,0.0,23.1812,0.0,34.4754,0.0,7.0915,0.0,33.2822,0.0
2023-01-04 09:00:00,31.4538,0.0,33.4701,0.0,28.5368,0.0,12.4451,0.0,34.6986,0.0
2023-01-04 10:00:00,21.5717,0.0,20.5733,0.0,14.4648,0.0,11.02,0.0,24.4616,0.0
2023-01-04 11:00:00,22.2931,0.0,11.8131,0.0,18.9957,0.0,18.9199,0.0,19.4329,0.0
2023-01-04 12:00:00,11.2475,0.0,7.4455,0.0,11.3143,0.0,22.2795,0.0,22.5171,0.0
2023-01-04 13:00:00,15.2544,0.0,9.2518,1.1384,3.1351,0.0,26.5334,0.0,17.4657,0.0
2023-01-04 14:00:00,5.3873,0.0,22.3347,0.0,20.8128,0.0,22.2951,0.0,8.5,1.5477
2023-01-04 15:00:00,17.29,0.0,4.7073,0.0,12.1319,1.1503,7.1384,0.0,14.0812,0.0
2023-01-04 16:00:00,13.316,0.0,8.6374,0.0,19.4965,0.0,2.8256,1.5933,12.7011,0.0
2023-01-04 17:00:00,17.4002,0.0,10.9901,0.0,16.9713,0.0,8.2902,0.0,0.0,0.0
2023-01-04 18:00:00,8.5661,0.0,7.3774,0.0,4.8961,0.0,2.7486,0.0,31.7961,0.0
2023-01-04 19:00:00,12.172,0.0,2.5814,0.0,45.5665,0.0,14.2632,0.0,11.1887,0.0
2023-01-04 20:00:00,4.0841,0.0,14.4846,1.0745,14.2483,0.0,14.1168,0.0,17.995,0.0
2023-01-04 21:00:00,32.7831,0.0,22.9335,0.0,24.0575,0.0,26.2532,0.0,16.0194,0.0
2023-01-04 22:00:00,13.2562,0.0,17.9109,0.0,6.7507,0.0,15.957,0.0,8.8764,0.0
2023-01-04 23:00:00,9.6468,0.0,1.0661,0.0,9.8813,0.0,0.8356,0.0,21.0106,0.0
2023-01-05 00:00:00,19.6281,0.0,25.6489,0.0,17.9239,0.0,24.3684,0.0,18.9995,0.0
2023-01-05 01:00:00,6.0498,0.0,9.7779,0.0,13.8812,0.0,0.8165,0.0,15.2333,0.0
2023-01-05 02:00:00,6.5364,0.0,21.9088,0.0,7.4106,0.0,20.2413,0.0,2.3685,0.0
2023-01-05 03:00:00,7.8232,0.5782,18.3213,0.0,20.8844,0.0,10.5836,0.0,3.7378,0.0
2023-01-05 04:00:00,13.1241,0.0,26.068,0.0,22.7632,0.0,16.0125,0.0,16.9457,0.0
2023-01-05 05:00:00,21.6168,1.6507,13.3922,0.0,6.9318,0.0,30.3173,0.0,14.867,0.0
2023-01-05 06:00:00,28.9951,0.0,16.0404,0.0,16.9885,0.0,29.2,0.0,22.7364,0.0
2023-01-05 07:00:00,54.5374,0.0,22.5223,0.0,25.0216,0.0,24.7339,0.0,26.0332,0.0
2023-01-05 08:00:00,31.1142,0.0,72.8258,0.0,79.7544,0.0,83.9555,0.0,55.3867,0.0
2023-01-05 09:00:00,51.8045,0.0,19.0882,0.0,27.1243,1.2992,7.4157,0.0,2.5543,0.0
2023-01-05 10:00:00,7.6577,0.0,15.6322,0.0,21.031,0.0,9.1752,0.0,16.0987,0.0
2023-01-05 11:00:00,20.0784,0.0,18.3369,0.0,19.2941,0.0,16.4734,0.0,7.4337,0.0
2023-01-05 12:00:00,13.4859,0.0,3.6937,0.0,17.0828,0.0,19.1279,0.0,55.6643,0.0
2023-01-05 13:00:00,1.3716,0.0,12.4116,0.0,23.7275,0.0,4.4117,0.0,19.472,0.0
2023-01-05 14:00:00,11.1395,0.0,16.5919,0.0,18.6742,0.5181,14.5587,0.0,23.7127,0.0
2023-01-05 15:00:00,5.6699,0.0,12.641,0.0,17.1435,0.7622,4.5721,0.0,9.6445,0.0
2023-01-05 16:00:00,7.057,0.0,0.0,0.0,13.3776,0.0,7.3018,0.0,11.5502,0.0
2023-01-05 17:00:00,6.2963,0.0,19.0092,0.0,13.0209,0.0,51.2691,0.0,12.1052,0.0
2023-01-05 18:00:00,4.4462,0.0,1.935,0.9083,9.8382,0.0,14.7585,0.0,6.9734,0.0
2023-01-05 19:00:00,13.349,0.0,0.0,0.0,12.5629,0.0,5.1026,0.0,4.2501,0.0
2023-01-05 20:00:00,7.5606,0.0,10.0775,0.0,14.6515,0.0,21.0347,0.0,26.5655,0.0
2023-01-05 21:00:00,9.7418,0.0,10.247,0.0,13.9323,0.0,0.9763,0.0,53.9668,0.0
2023-01-05 22:00:00,7.7084,0.0,2.6541,0.0,1.1574,0.0,9.675,0.0,12.6391,0.0
2023-01-05 23:00:00,16.9648,0.0,18.7279,0.0,19.8429,0.0,48.6868,0.0,5.0526,0.0
2023-01-06 00:00:00,23.602,0.0,19.9092,0.0,9.1137,0.0,15.0648,0.0,10.3124,1.8567
2023-01-06 01:00:00,13.5695,0.6726,11.6566,0.0,23.0383,0.0,13.5822,0.0,20.537,0.0
2023-01-06 02:00:00,8.4669,0.0,23.5232,0.0,20.933,0.0,11.6208,0.0,24.4222,0.0
