Timestamp,energy_price_PJM,p_Reg_PJM,loc_Reg_PJM,p_Syn_PJM,deploy_factor_Syn_PJM,loc_Syn_PJM,p_Rse_PJM,deploy_factor_Rse_PJM,loc_Rse_PJM,p_TMR_PJM,deploy_factor_TMR_PJM,loc_TMR_PJM
2023-01-01 00:00:00,33.03056912047286,15.159118883174697,0.0,16.57713924280101,0.0,0.0,11.496040639659991,0.0,0.0,15.285555779343643,0.0,0.0
2023-01-01 01:00:00,48.18930243156373,25.681741226191782,0.0,12.178338706041494,0.0,0.0,25.81276243875985,0.0,0.0,26.78315910561831,0.0,0.0
2023-01-01 02:00:00,55.05956586420694,16.071664917742204,0.0,24.478766174772925,0.0,0.0,20.52439057262955,0.0,0.0,13.018021702526724,0.0,0.0
2023-01-01 03:00:00,52.117490080148926,23.39729099879945,0.0,9.23196285865492,0.0,0.0,6.12954812840462,0.0,0.0,19.717610671320735,0.04846125035304401,0.0
2023-01-01 04:00:00,62.03803894890224,27.53778721838285,0.0,21.784725336048286,0.0,0.0,17.572424515850916,0.0,0.0,19.17617628991196,0.0,0.0
2023-01-01 05:00:00,63.929399306360224,21.050523114095835,0.0,28.667825623675512,0.0,1.2852811433237825,27.801854135144286,0.0,0.0,23.63210594984305,0.0,0.0
2023-01-01 06:00:00,84.75795253720021,18.090883822042812,0.0,39.45684669911066,0.4465115173452498,0.0,36.569323497407915,0.0,0.0,36.06161407745429,0.0,0.0
2023-01-01 07:00:00,67.9620151383465,22.045043224014265,0.796386675361816,12.100075792206956,0.0,0.0,15.441379175203217,0.0,0.0,28.04012084481716,0.12679105422764125,0.0
2023-01-01 08:00:00,53.14955990283896,4.009529217742122,0.0,33.658424336921854,0.0,0.0,14.892958447928411,0.0,0.0,17.70013177991664,0.0,0.0
2023-01-01 09:00:00,62.01004799899222,7.887074949905408,0.0,4.590468309621201,0.0,0.0,19.637118132333075,0.0,0.0,31.307787064769762,0.3513688197255267,0.0
2023-01-01 10:00:00,60.602036856739645,25.9423807370277,0.0,10.902992108035553,0.0,0.7651369700600136,29.860567223283724,0.0,0.0,16.936778018064896,0.0,0.0
2023-01-01 11:00:00,47.62668819554008,14.188711923279019,0.0,20.539127438767604,0.019831623587354203,0.0,26.57489932580185,0.0,0.0,20.560648651605774,0.0,1.4365725541082495
2023-01-01 12:00:00,68.72058238426007,14.83316532374222,0.0,33.84102170566196,0.0,0.0,10.822074684829436,0.0,0.0,11.423224084449709,0.1966566143145229,0.0
2023-01-01 13:00:00,37.065029104703,7.298796820213655,0.0,7.335111298565099,0.0,0.0,6.07359503327551,0.0,0.0,8.078323024270723,0.0,0.0
2023-01-01 14:00:00,41.612234958881324,11.186429032516557,0.0,16.974038451296476,0.0,0.0,13.919865100008145,0.0,0.0,15.404997653728158,0.34267669724331384,0.0
2023-01-01 15:00:00,32.604452087326905,8.56835288307696,0.0,7.599629121452167,0.0,0.0,6.382982349512658,0.0,0.0,4.284214920518689,0.0,0.0
2023-01-01 16:00:00,50.12073830418512,25.241426789380398,0.0,5.521891353890452,0.0,0.0,16.477737100562514,0.28786306519929106,0.0,14.255079081418963,0.0,0.0
2023-01-01 17:00:00,50.8109813213044,10.926599157499577,0.0,11.52270831878353,0.0,0.0,22.536956167600472,0.0,0.0,24.65456469383458,0.0,0.0
2023-01-01 18:00:00,41.36149655781737,6.429242080443852,0.0,18.677325705266316,0.0,0.0,7.584648570192756,0.0,0.0,14.921881890063677,0.0,0.0
2023-01-01 19:00:00,37.023761174062784,4.756775071762074,0.3514265506159655,12.139170721360792,0.0,0.0,12.941166662816315,0.0,0.0,12.590500870281774,0.0,0.0
2023-01-01 20:00:00,32.72322541806041,16.867949983533883,0.0,13.195644422390192,0.0,0.0,16.338716607479775,0.0,0.0,9.31570652784009,0.21974557652140153,0.0
2023-01-01 21:00:00,44.88647066770508,14.020968624669301,0.0,11.131706276772537,0.0,0.0,21.408581442876255,0.0,0.0,19.101107168639565,0.0,0.0
2023-01-01 22:00:00,43.15138696248055,14.929027242930257,0.0,14.937224190620153,0.0,0.0,8.959615527827461,0.25000475822899254,0.0,9.522451635003222,0.0,0.0
2023-01-01 23:00:00,49.944132993679546,18.243143689249543,0.0,12.832306602643015,0.0,0.0,9.93250360694043,0.0,0.0,12.216443078414311,0.0,0.0
2023-01-02 00:00:00,70.59542818426772,6.140321821712725,0.0,28.748842266316352,0.0,0.0,27.840092726762524,0.0,1.1433330444783518,27.81200794216157,0.0,0.0
2023-01-02 01:00:00,56.25346015909916,15.794365743391573,0.0,21.44213600496509,0.0,0.0,20.68091914563983,0.0,0.0,12.460889176465752,0.0,1.4708667864573959
2023-01-02 02:00:00,62.383503564659314,25.93217573164642,0.0,8.308835091200686,0.0,0.0,20.63047493020143,0.0,0.0,16.990720423977965,0.0,0.0
2023-01-02 03:00:00,59.19273629838518,29.57958985996723,0.0,15.764632017482981,0.0,0.0,7.177357804381412,0.0,0.0,11.707109059114375,0.0,0.0
2023-01-02 04:00:00,76.27370977243676,18.244548310928806,0.0,37.9134807579884,0.0,0.0,31.688982665519614,0.0,0.0,14.578851846590153,0.0,0.0
2023-01-02 05:00:00,66.56562846720131,19.387350374231445,0.0,8.394230111329382,0.0,0.0,11.341382518896292,0.0,0.0,28.3567301214821,0.0,0.0
2023-01-02 06:00:00,86.92830444784431,30.99916015481496,0.0,44.87812935777767,0.0,0.0,37.30697007285561,0.3189477678736541,0.0,21.416331210244323,0.0,0.0
2023-01-02 07:00:00,62.63321697225915,28.25291839120182,0.0,14.627837459641349,0.0,0.0,13.760568121067058,0.0,0.0,29.970768790912885,0.0,0.0
2023-01-02 08:00:00,49.20520820343637,5.27169811582444,0.0,7.862813111288654,0.03853034239632602,0.0,21.974358304644063,0.0,0.0,12.580269408567382,0.12868280495452988,0.0
2023-01-02 09:00:00,65.21943467963821,29.264566689380697,0.0,22.13814058147278,0.0,0.0,26.661810641960585,0.0,0.0,16.068574292774684,0.29009626160691654,0.0
2023-01-02 10:00:00,51.086940461887764,10.175286294219132,0.0,23.530274552588107,0.0,1.548300381632913,17.67170348962931,0.0,0.0,25.197989545224424,0.0,0.0
2023-01-02 11:00:00,58.35675671539039,17.723599314528553,0.0,8.660855110601748,0.0,0.0,23.000665597691142,0.0,0.0,22.72444705050563,0.0,0.8749454902066078
2023-01-02 12:00:00,45.72298423212782,19.015479050967414,0.0,8.18905757965013,0.0,0.0,12.250032616833437,0.0,0.0,12.767636763602816,0.0,0.0
2023-01-02 13:00:00,72.9946236342798,9.014358953229154,0.0,26.186504229524648,0.0,0.0,20.91680326613284,0.0,0.0,10.041556698732663,0.0,0.0
2023-01-02 14:00:00,25.333362047015125,9.300681978573971,0.0,5.259860720880934,0.0,0.0,6.154896007624802,0.0,0.0,9.20248036489799,0.0,0.0
2023-01-02 15:00:00,50.765157662742766,26.18812225974163,0.0,17.809205780355562,0.0,0.0,12.180578933172345,0.0,0.0,10.65982770389774,0.0,0.0
2023-01-02 16:00:00,53.82054964127621,23.977722111842816,0.0,4.1695047551521345,0.0,0.0,14.865285251515669,0.0,0.0,8.685456612896939,0.0,0.0
2023-01-02 17:00:00,31.015473183884502,14.04407495367322,0.0,4.9865242009621396,0.0,0.0,7.157500593652275,0.0,0.0,9.52309593736122,0.0,1.632171089667998
2023-01-02 18:00:00,50.61803269084231,17.95274438664071,0.0,24.51356755380857,0.0,0.0,15.234351821634277,0.0,0.0,10.87681104609388,0.0,1.827109758321585
