HourOfYear,Reg_RMCP,TMSR_SRMCP,TMNSR_NSRMCP,TMOR_MCP
1,6.781916958717693,11.720363185802068,0.0,0.0
2,0.0,11.010334667167221,3.0797271022087784,4.244367240977852
3,7.417719841539723,13.673409330883901,0.0,2.7717981035439148
4,8.11313897168083,8.970302201279864,4.617898402634186,4.819856982554716
5,9.051501567088723,17.63901034010216,0.0,3.667631029084325
6,17.99859609198206,20.868132345577934,6.198860347227,6.427106633933599
7,0.0,21.251868006640564,5.419220336003231,5.550669846768381
8,7.395232724315882,30.60157009805382,0.0,9.539942452338078
9,23.36168397891223,17.224515793284272,0.0,2.832519898250777
10,23.49109223005274,0.0,12.888930999598806,10.517483041209895
11,27.807145116044847,29.979065146547462,8.315710019513082,8.902023894896676
12,6.258769997474774,20.207095772088362,0.0,6.775699951487653
13,0.0,0.0,11.338050519378934,0.0
14,16.163073111114564,19.88691045894336,9.889408457879368,8.747072944432963
15,19.04170945691985,0.0,11.79129406989196,8.099926968635684
16,28.269510736753993,26.93917280537754,14.72324983943006,6.068043130372244
17,25.27186431332054,41.26483647142008,9.728777225052188,3.882133991987634
18,12.138183405740595,44.35993072925442,8.821456726190702,7.297785500654836
19,27.25330137686456,48.47743342943224,0.0,0.0
20,12.711062022622201,17.43045542296616,13.833813504643333,3.9514166110467417
21,24.622292099096125,25.256381217472892,7.983910532011752,5.4175412060849215
22,6.82501120931555,13.825053988484513,4.975724780747394,7.810100407818284
23,10.314527377114976,17.503815847720247,8.299557070103011,5.632808403569841
24,13.20211933162482,13.752281200474837,21.28031416776903,3.9257990794334248
25,6.548463452210469,10.784098331693595,5.79168462297987,1.017460183774799
26,4.6470807745146026,0.0,2.159677967523437,3.0002435486797276
27,5.485248973035753,11.981266893485062,7.336944941660085,2.2400738458380154
28,3.5467240185995093,0.0,6.4450607520257375,2.15821728683356
29,13.595754878540886,1.8273664303766204,7.074649862478782,5.286293276086796
30,13.780160587765081,13.26971111643263,4.452998361140154,3.173763178689347
31,15.905834331407094,10.489268154049409,35.59176072195216,5.354496890041254
32,0.0,28.54354401541872,4.438033028759723,9.81942673092698
33,10.951909486367677,0.0,6.253287752532275,9.873951359407199
34,5.899574290946337,23.776371162187687,5.849870854880353,0.0
35,11.600733920812342,17.934432478994246,15.182857861005084,6.576390425124198
36,0.0,29.24566155116099,5.036649425431334,4.708524977754272
37,16.251672069869088,23.88846660161448,6.293079088936541,6.140588344791545
38,7.729558000680754,16.923623363763863,3.900325017861517,5.768029412825028
39,21.483257557148107,0.0,0.0,5.675070308197933
40,18.4958057817295,0.0,13.227619470994703,3.642076772760621
41,6.5053506533423215,37.658807290468104,12.236742566537771,8.64844776378589
42,0.0,62.379570381122974,12.350319401399432,0.0
43,18.919916468197307,6.361551844844276,7.292747991277839,10.203319726152513
44,11.652473422032605,31.754325009223756,16.348339121354286,11.352705057814074
45,14.065445670137006,22.82431667111067,11.12032371612007,10.610745595637633
46,10.647491801244307,124.97481535197406,3.047167281068293,7.000466626768463
47,15.125741213390137,0.0,6.6826328601500355,0.0
48,8.876815714894633,6.927534918805703,7.773541667123968,3.6573885576014282
49,8.52256724345189,13.749450054865463,7.429027157935195,4.257785081509417
50,8.85475088193237,13.429147471463903,2.53307385062139,3.5614513964964316
51,8.840928173675414,4.902104126442109,3.060040845223588,2.5183566862014173
52,3.053738834748727,13.134232531297288,0.0,1.7435002238761566
53,12.17857375112369,14.135480651552626,5.98314992714867,4.47462295758427
54,0.0,10.866779745772059,4.206732190115351,5.615733925153616
55,7.020335934234863,6.080092583057216,11.641173241072488,4.873945228403982
56,14.515831906274434,44.020945378335135,7.192035422476914,6.475811398041436
57,14.432440533874507,30.40276684285527,7.376827367419601,6.727284267552209
58,20.651908072578014,24.508339539455513,11.535515418932556,8.120973900904627
59,86.53909866358626,8.160047613569253,8.982385857968307,0.0
60,10.599936801758602,26.557663141927087,4.5366910300519985,5.843759935667667
61,0.0,0.0,4.526796069949841,0.7414499675182648
62,11.773002477537595,0.0,6.925766908743773,7.834429210038961
63,10.710935482621137,24.840923047877727,9.939995233350642,0.0
64,9.592282648042351,44.40547231326895,0.0,10.812148688615364
65,4.200547471914228,24.596751088123522,17.019221606652344,5.13884800865014
66,28.83140583963423,52.053138130918335,9.886752857179761,9.950068776207715
67,24.80255078871461,13.657984604597507,1.214522745622955,2.0331741204359712
68,1.5682215505794004,16.37159101281673,2.7007372890028964,9.433979058847477
69,15.885044388952904,4.298296735102736,11.78631214959592,6.6247074955211716
70,14.699875041241489,13.240670616584508,0.0,4.1120280800485425
71,13.878835971276397,0.0,10.220357965366441,3.278729126101969
72,5.007927788322752,8.374795533124296,7.93233352640481,5.210495145519656
73,8.556995116272743,14.816720972432103,8.059884925779151,3.071285841645515
74,8.138055768854676,5.642734496530859,1.2919263507120784,2.874766053651624
75,0.0,6.435586125922888,4.05361948821465,2.2485476493708654
76,6.188650683531818,11.51688646025616,5.74750808960129,4.372142741462742
77,16.368916638164745,18.164751133746222,7.788723793012604,5.550004546852713
78,0.0,25.90840642423579,11.058444360892562,5.535273939599754
79,10.492573428616959,21.55247178622349,0.0,6.53653590165575
80,19.8747955745892,35.0325947458953,0.0,6.8944276487013925
81,18.0184079971386,36.88778487845892,8.472674363787961,0.0
82,22.530189081825533,24.84459111270919,7.7305239432992785,8.250205162391705
83,21.06387319075559,11.10831970171302,10.443359900314114,7.7499852579666015
84,6.343362669647211,27.55759076096808,6.334897986078302,7.461045647104767
85,8.906785163519496,0.0,11.316524533435981,4.232688732219673
86,11.840390340660399,10.272927785105646,5.48099419456084,9.07434207662355
87,21.75903250430319,26.73542319694061,0.0,6.96442147300159
88,10.31419589264724,0.0,15.72219977596931,0.0
89,23.449644970364737,47.07863123831592,10.715273880798273,24.59108342041012
90,34.86896868179294,39.77008815917392,12.289783194777486,7.101584550917996
91,21.279022325832806,0.5928360013619969,1.7619408335870048,10.769905228150012
92,25.5738662437549,35.5960317517321,7.906942252653103,6.458852113674433
93,15.979035321601701,24.020861973374693,8.301054872387558,8.342507908833936
94,0.0,18.108415452173727,40.13442518492792,5.961620701461196
95,11.282640030615394,13.295589797509985,4.537972635415661,2.9586139840421657
96,10.741886376961778,22.588263653132692,6.483497826902423,4.356979764412639
97,5.213085886273744,14.966747114250898,3.8291995240100194,4.500238684358251
98,4.391241422985189,16.359319783981324,3.734408438012927,4.470342166035537
99,9.926846434945334,11.933434950113265,2.5748171287964774,1.4058966356908733
100,5.904033545762423,8.320921071240734,2.61136996502291,3.3310475623853346
