Electrolyzer_Capacity_MW,Battery_Capacity_MWh,Battery_Power_MW,H2_Storage_Capacity_kg,H2_Constant_Sales_Rate_kg_hr,pIES_MW,pTurbine_MW,qSteam_Turbine_MWth,pElectrolyzer_MW,pElectrolyzerSetpoint_MW,mHydrogenProduced_kg_hr,qSteam_Electrolyzer_MWth,pAuxiliary_MW,H2_Storage_Level_kg,H2_from_Storage_kg_hr,H2_to_Storage_Input_kg_hr,"Electrolyzer_Status(0=off,1=on)","Electrolyzer_Startup(0=no,1=yes)","Electrolyzer_Shutdown(0=no,1=yes)",DegradationState_Units,pElectrolyzerRampPos_MW,pElectrolyzerRampNeg_MW,qSteamElectrolyzerRampPos_MWth,qSteamElectrolyzerRampNeg_MWth,Battery_SOC_MWh,Battery_Charge_MW,Battery_Discharge_MW,Battery_Charge_Binary,Battery_Discharge_Binary,pGridPurchase_MW,pGridSale_MW,NSR_Electrolyzer_Bid_MW,RampDown_Electrolyzer_Bid_MW,RampUp_Electrolyzer_Bid_MW,RegDown_Electrolyzer_Bid_MW,RegUp_Electrolyzer_Bid_MW,SR_Electrolyzer_Bid_MW,NSR_Battery_Bid_MW,RampDown_Battery_Bid_MW,RampUp_Battery_Bid_MW,RegDown_Battery_Bid_MW,RegUp_Battery_Bid_MW,SR_Battery_Bid_MW,NSR_Turbine_Bid_MW,RampDown_Turbine_Bid_MW,RampUp_Turbine_Bid_MW,RegDown_Turbine_Bid_MW,RegUp_Turbine_Bid_MW,SR_Turbine_Bid_MW,Total_NSR_Bid_MW,Total_RampDown_Bid_MW,Total_RampUp_Bid_MW,Total_RegDown_Bid_MW,Total_RegUp_Bid_MW,Total_SR_Bid_MW,NSR_Electrolyzer_Deployed_MW,RampDown_Electrolyzer_Deployed_MW,RampUp_Electrolyzer_Deployed_MW,RegDown_Electrolyzer_Deployed_MW,RegUp_Electrolyzer_Deployed_MW,SR_Electrolyzer_Deployed_MW,NSR_Battery_Deployed_MW,RampDown_Battery_Deployed_MW,RampUp_Battery_Deployed_MW,RegDown_Battery_Deployed_MW,RegUp_Battery_Deployed_MW,SR_Battery_Deployed_MW,NSR_Turbine_Deployed_MW,RampDown_Turbine_Deployed_MW,RampUp_Turbine_Deployed_MW,RegDown_Turbine_Deployed_MW,RegUp_Turbine_Deployed_MW,SR_Turbine_Deployed_MW,EnergyPrice_LMP_USDperMWh,p_RegU_CAISO,loc_RegU_CAISO,winning_rate_RegU_CAISO,mileage_factor_RegU_CAISO,performance_factor_RegU_CAISO,deploy_factor_RegU_CAISO,p_RegD_CAISO,loc_RegD_CAISO,winning_rate_RegD_CAISO,mileage_factor_RegD_CAISO,performance_factor_RegD_CAISO,deploy_factor_RegD_CAISO,p_Spin_CAISO,loc_Spin_CAISO,winning_rate_Spin_CAISO,deploy_factor_Spin_CAISO,p_NSpin_CAISO,loc_NSpin_CAISO,winning_rate_NSpin_CAISO,deploy_factor_NSpin_CAISO,p_RMU_CAISO,loc_RMU_CAISO,winning_rate_RMU_CAISO,deploy_factor_RMU_CAISO,p_RMD_CAISO,loc_RMD_CAISO,winning_rate_RMD_CAISO,deploy_factor_RMD_CAISO,Revenue_Energy_USD,Revenue_Hydrogen_Sales_USD,Revenue_Hydrogen_Subsidy_USD,Revenue_Hydrogen_USD,Revenue_Ancillary_USD,Revenue_Total_USD,Cost_VOM_Turbine_USD,Cost_VOM_Electrolyzer_USD,Cost_VOM_Battery_USD,Cost_Water_USD,Cost_Ramping_USD,Cost_Storage_Cycle_USD,Cost_Startup_USD,Cost_Fuel_NPP_USD,Cost_Fixed_OM_NPP_USD,Cost_HourlyOpex_NPP_USD,Cost_HourlyOpex_H2_Battery_USD,Cost_HourlyOpex_Total_USD,Profit_Hourly_USD
200.0,0.0,0.0,13033.8496,4545.935,948.6787,1151.0504,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9648.5788,0.0,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,948.6787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9055,5.1709,0.0,43.5262,0.0,0.0,0.7447,11.1514,1.0,0.5362,0.0,0.0,0.7447,11.1514,1.0,0.0939,0.0,0.0,0.2705,0.0,0.0,0.0,0.1672,0.0,0.0,0.0,0.5444,0.6321,0.0,0.0,0.5448,0.0,41292.3315,0.0,14230.3433,14230.3433,264.4822,55787.1571,1151.0504,1380.0,0.0,142.3034,0.0,47.4345,0.0,11640.0,30561.6438,43352.6943,1569.7379,44922.4322,10864.7249
200.0,0.0,0.0,13033.8496,4545.935,948.6787,1151.0504,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9658.4484,4545.935,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,948.6787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0276,5.1765,0.0,42.7566,0.0,0.0,0.7247,12.5319,0.9132,0.5516,0.0,0.0,0.7247,12.5319,0.9132,0.1095,0.0,0.0,0.2249,0.0,0.0,0.0,0.1093,0.0,0.0,0.0,0.5054,0.537,0.0,0.0,0.5898,0.0,40562.3233,13637.8051,14230.3433,27868.1484,265.2678,68695.7395,1151.0504,1380.0,0.0,142.3034,0.0,92.8938,0.0,11640.0,30561.6438,43352.6943,1615.1973,44967.8915,23727.848
200.0,0.0,0.0,13033.8496,4545.935,948.6787,1151.0504,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9668.318,4545.935,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,1.0,0.0,0.0,948.6787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3602,5.9704,0.0,42.8764,0.0,0.0,0.8049,14.4067,1.0,0.5728,0.0,0.0,0.8049,14.4067,1.0,0.1305,0.0,0.0,0.4573,0.0,0.0,0.0,0.274,0.0,0.0,0.0,0.6741,0.0,0.0,0.0,0.765,0.0,40675.8801,13637.8051,14230.3433,27868.1484,314.3083,68858.3368,1151.0504,1380.0,0.0,142.3034,0.0,92.8938,0.0,11640.0,30561.6438,43352.6943,1615.1973,44967.8915,23890.4453
200.0,0.0,0.0,13033.8496,4545.935,948.6787,1151.0504,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9678.1876,4545.935,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,1.0,0.0,948.6787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5387,6.1339,0.0,42.1448,0.0,0.0,0.8023,14.6837,0.9373,0.5904,0.0,0.0,0.8023,14.6837,0.9373,0.1481,0.0,0.0,0.4019,0.0,0.0,0.0,0.1982,0.0,0.0,0.0,0.776,0.0,0.0,0.0,0.4057,0.0,39981.9217,13637.8051,14230.3433,27868.1484,323.3607,68173.4308,1151.0504,1380.0,0.0,142.3034,0.0,92.8938,0.0,11640.0,30561.6438,43352.6943,1615.1973,44967.8915,23205.5392
200.0,0.0,0.0,13033.8496,4545.935,948.6787,1151.0504,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9688.0572,4545.935,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,948.6787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0519,7.5176,0.0,41.0495,0.0,0.0,0.9534,11.2512,0.9806,0.6089,0.0,0.0,0.9534,11.2512,0.9806,0.1662,0.0,0.0,0.3879,0.0,0.0,0.0,0.1911,0.0,0.0,0.0,0.5601,0.0,0.0,0.0,0.4408,0.0,38942.7864,13637.8051,14230.3433,27868.1484,392.8224,67203.7572,1151.0504,1380.0,0.0,142.3034,0.0,92.8938,0.0,11640.0,30561.6438,43352.6943,1615.1973,44967.8915,22235.8657
200.0,0.0,0.0,13033.8496,4545.935,948.6787,1151.0504,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9697.9268,4545.935,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,1.0,0.0,0.0,948.6787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7689,6.1032,0.0,39.1685,0.0,0.0,0.7576,13.8318,0.948,0.6221,0.0,0.0,0.7576,13.8318,0.948,0.1803,0.0,0.0,0.2111,0.0,0.0,0.0,0.1759,0.0,0.0,0.0,0.6092,0.0,0.0,0.0,0.5839,0.0,37158.3218,13637.8051,14230.3433,27868.1484,308.3353,65334.8055,1151.0504,1380.0,0.0,142.3034,0.0,92.8938,0.0,11640.0,30561.6438,43352.6943,1615.1973,44967.8915,20366.914
200.0,0.0,0.0,13033.8496,4545.935,948.6787,1151.0504,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9707.7964,4545.935,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,1.0,0.0,948.6787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,6.4324,0.0,41.3222,0.0,0.0,0.773,11.5,0.9733,0.6426,0.0,0.0,0.773,11.5,0.9733,0.2008,0.0,0.0,0.3184,0.0,0.0,0.0,0.1757,0.0,0.0,0.0,0.6994,0.0,0.0,0.0,0.4303,0.0,39201.4437,13637.8051,14230.3433,27868.1484,348.8602,67418.4523,1151.0504,1380.0,0.0,142.3034,0.0,92.8938,0.0,11640.0,30561.6438,43352.6943,1615.1973,44967.8915,22450.5608
200.0,0.0,0.0,13033.8496,4545.935,948.6787,1151.0504,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9717.666,4545.935,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,948.6787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3538,7.4513,0.0,43.2184,0.0,0.0,0.891,11.4967,0.9783,0.6458,0.0,0.0,0.891,11.4967,0.9783,0.204,0.0,0.0,0.2421,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.7979,0.0,0.0,0.0,0.7852,0.0,41000.3282,13637.8051,14230.3433,27868.1484,423.7581,69292.2348,1151.0504,1380.0,0.0,142.3034,0.0,92.8938,0.0,11640.0,30561.6438,43352.6943,1615.1973,44967.8915,24324.3433
200.0,0.0,0.0,13033.8496,4545.935,948.6787,1151.0504,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9727.5356,4545.935,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,1.0,0.0,948.6787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8548,6.012,0.0,34.143,0.0,0.0,0.7278,11.0811,0.992,0.6379,0.0,0.0,0.7278,11.0811,0.992,0.1968,0.0,0.0,0.2707,0.0,0.0,0.0,0.2439,0.0,0.0,0.0,0.4675,0.0,0.0,0.0,0.4388,0.0,32390.737,13637.8051,14230.3433,27868.1484,268.596,60527.4814,1151.0504,1380.0,0.0,142.3034,0.0,92.8938,0.0,11640.0,30561.6438,43352.6943,1615.1973,44967.8915,15559.5899
200.0,0.0,0.0,13033.8496,4545.935,948.6787,1151.0504,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9737.4052,4545.935,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,1.0,0.0,948.6787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,12.9496,12.9496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.958,6.5047,0.0,32.7532,0.0,0.0,0.7958,12.2684,0.8996,0.6312,0.0,0.0,0.7958,12.2684,0.8996,0.19,0.0,0.0,0.4343,0.0,0.0,0.0,0.2869,0.0,0.0,0.0,0.5848,0.0,0.0,0.0,0.5735,0.0,31072.2159,13637.8051,14230.3433,27868.1484,277.1797,59217.544,1151.0504,1380.0,0.0,142.3034,0.0,92.8938,0.0,11640.0,30561.6438,43352.6943,1615.1973,44967.8915,14249.6524
