Timestamp,energy_price_MISO,p_Reg_MISO,loc_Reg_MISO,p_Spin_MISO,deploy_factor_Spin_MISO,loc_Spin_MISO,p_Sup_MISO,deploy_factor_Sup_MISO,loc_Sup_MISO,p_STR_MISO,deploy_factor_STR_MISO,loc_STR_MISO
2023-01-01 00:00:00,51.99606204377513,27.837073290767584,0.0,25.86274305806077,0.0,0.0,10.726022015235737,0.0,0.0,17.15376752852879,0.0,0.0
2023-01-01 01:00:00,66.61887591444632,20.093613648009047,0.0,24.886271075155143,0.0,0.0,21.357153796706772,0.0,0.0,24.37862638078127,0.0,0.0
2023-01-01 02:00:00,55.23528499533195,27.099686536866255,0.0,19.612411935721557,0.0,0.0,18.753803802934897,0.0,0.0,7.265925857051153,0.0,0.0
2023-01-01 03:00:00,58.29678371515057,6.340075553128088,0.0,19.18455762909276,0.0,0.0,24.520834357967406,0.0,0.0,7.999169637738946,0.0,0.0
2023-01-01 04:00:00,66.49737211748834,8.183323940154256,0.0,27.344777254276647,0.0,0.0,13.522309953221596,0.0,0.0,18.467356376550594,0.0,0.0
2023-01-01 05:00:00,51.98998170003071,19.43463644797335,0.0,27.118828245511526,0.0,0.0,24.30241592647973,0.3651778456248298,0.0,7.225642256333296,0.0,0.5245881513256667
2023-01-01 06:00:00,54.239293466043904,8.370170603689239,0.0,19.424189424801813,0.0,1.8290150327159413,8.145233758431349,0.0,0.0,3.8074092507197834,0.0,0.0
2023-01-01 07:00:00,50.911604298820684,9.717356538698905,0.0,10.799591101236029,0.0,0.0,25.539655715122056,0.0,1.2613714456124197,8.759642875863833,0.0,0.0
2023-01-01 08:00:00,55.787860710881844,23.875151725882372,0.0,15.643046520885532,0.0,0.0,25.823108773811228,0.0,0.0,28.616115945709296,0.0,0.0
2023-01-01 09:00:00,51.75272989673741,20.500634002325512,0.0,21.47374246487849,0.0,0.0,24.311650949276352,0.0,0.0,14.731735324133206,0.05032164287359617,0.0
2023-01-01 10:00:00,75.83441295044636,33.61195712485862,0.0,39.84780238581269,0.0,0.0,17.644253216021177,0.0,0.0,27.275238269985554,0.0,0.0
2023-01-01 11:00:00,54.97246367801826,7.627297707373846,1.449252308949388,15.169761032533684,0.0,0.0,8.400811172335564,0.0,0.0,24.293216710131823,0.0,0.0
2023-01-01 12:00:00,56.463715101672044,29.424650467444064,0.0,24.95342257906016,0.0,0.0,16.89452337773911,0.0,0.0,16.791487878740142,0.0,0.0
2023-01-01 13:00:00,46.404597710417576,22.052526900333294,0.0,19.651860196028093,0.0,0.3311533663142445,12.06702031604793,0.0,0.0,7.197482820653344,0.0,0.0
2023-01-01 14:00:00,49.50316691447855,13.345144356341354,0.0,25.33053903628353,0.0,0.0,12.28893091324693,0.0,0.0,15.909957687427044,0.0,0.0
2023-01-01 15:00:00,40.796620979202025,6.754264794800812,0.0,15.485214129392698,0.0,0.0,15.732993730967022,0.0,0.0,7.893719110411165,0.0,0.9945780634022823
2023-01-01 16:00:00,48.6285136464409,23.348191299128096,0.0,13.303034811680794,0.0,0.0,7.590454470579509,0.0,0.0,10.928330624267414,0.0,0.0
2023-01-01 17:00:00,34.0547119840695,15.618723985417834,1.8776624413229204,14.478696146539352,0.0,0.0,0.3382321637149097,0.0,0.0,11.533680366863846,0.37942629240482656,0.0
2023-01-01 18:00:00,52.467368932619564,5.846563230668431,0.0,20.729254608677255,0.20561465285380262,0.0,6.040929674911714,0.0,0.0,15.948960595880147,0.0,0.0
2023-01-01 19:00:00,37.51452407473358,6.66846128763471,0.0,6.968075598825275,0.0,0.0,19.294190827021495,0.0,0.0,9.41530866056573,0.0,0.0
2023-01-01 20:00:00,25.582310244518638,0.1872203720534742,0.0,3.834651631247766,0.0,0.0,7.627324940640571,0.0,0.0,9.777935259756346,0.0,0.0
2023-01-01 21:00:00,48.31891665033189,24.517768751022725,0.0,0.07788233298302139,0.0,0.0,7.193824847319467,0.0,0.0,20.62551967074719,0.0,0.0
2023-01-01 22:00:00,63.85243272328037,7.7196254557889326,0.0,5.669619653939572,0.0,0.0,11.900196631595529,0.3182685943335748,0.0,16.012474201394323,0.0,0.0
2023-01-01 23:00:00,57.83078838216208,16.997659235920153,0.0,19.246510880630197,0.0,0.0,21.19464257945303,0.0,0.0,9.689809734274466,0.0,0.0
2023-01-02 00:00:00,58.99499570696932,21.22820211248364,0.0,17.507287516981993,0.0,0.0,15.616525293652613,0.0,0.0,16.32244701325086,0.0,0.0
2023-01-02 01:00:00,42.47122567645768,9.687639036091648,0.0,16.56156978737362,0.0,0.0,7.975685390231003,0.0,0.0,12.557864356825924,0.0,0.0
2023-01-02 02:00:00,65.81523163485957,7.806243395468806,0.0,11.90084993718012,0.06663890528171278,0.7664914464292972,34.36947825075579,0.0,0.0,9.491148198442735,0.0,0.0
2023-01-02 03:00:00,81.2436988267608,18.49702629163598,0.0,18.111774074271924,0.0,0.0,23.674880291921077,0.0,0.0,31.34703978711972,0.0,0.0
2023-01-02 04:00:00,63.10927418717987,19.2570753832182,0.0,23.62580272678954,0.0,0.0,25.459775875691754,0.0,0.0,32.6322777152059,0.0,0.0
2023-01-02 05:00:00,71.80583765841017,16.587823896452385,0.0,7.544564049901728,0.0,0.0,26.06690579545733,0.0,0.0,14.3751035290281,0.0,0.0
2023-01-02 06:00:00,58.06840151504235,23.418982685560845,0.0,27.643874574804308,0.0,0.0,14.60216930162775,0.0,0.0,18.540809954614353,0.0,0.0
2023-01-02 07:00:00,83.20756728285032,17.53292273333176,0.0,26.48234343641841,0.0,0.0,6.523428273561884,0.0,0.0,27.455823775813123,0.0,0.0
2023-01-02 08:00:00,74.89305895989092,18.11528705164049,0.0,24.986006188765888,0.0,0.0,24.20985090272661,0.0,0.0,31.436769882223903,0.0,0.0
2023-01-02 09:00:00,77.42576204464319,22.569681825923308,0.0,7.883811355485838,0.0,0.0,18.797863354058734,0.0,0.0,30.636544943611597,0.0,0.0
2023-01-02 10:00:00,77.20788594385307,30.617544534717087,0.0,19.861464111358863,0.0,0.0,23.74651250641843,0.0,0.0,11.386791025987794,0.0,0.0
2023-01-02 11:00:00,57.88822199451522,20.71168443855797,0.0,24.555299017938076,0.0,0.0,16.337846452013274,0.0,0.0,17.565652061775967,0.0,0.0
2023-01-02 12:00:00,32.454803595638886,10.698042138004462,0.0,8.243596210100687,0.0,0.0,3.4467992218984156,0.0,0.0,9.779146093312708,0.0,0.0
2023-01-02 13:00:00,29.571097173260522,12.356111228355262,0.0,13.002709757065176,0.0,0.0,13.637910745679756,0.0,0.0,2.39932712536248,0.0,0.0
2023-01-02 14:00:00,49.9326721099784,10.332563000367715,0.0,7.040239371902191,0.4914738747712704,0.0,6.573116646026714,0.0,0.0,17.904386329828462,0.0,0.0
