Timestamp,energy_price_NYISO,p_RegC_NYISO,loc_RegC_NYISO,p_Spin10_NYISO,deploy_factor_Spin10_NYISO,loc_Spin10_NYISO,p_NSpin10_NYISO,deploy_factor_NSpin10_NYISO,loc_NSpin10_NYISO,p_Res30_NYISO,deploy_factor_Res30_NYISO,loc_Res30_NYISO
2023-01-01 00:00:00,40.557447055140585,16.18832531157951,0.0,15.056273306402073,0.0,0.0,17.2834441799353,0.0,0.0,16.737676565768588,0.0,0.0
2023-01-01 01:00:00,60.846593884737516,3.579759132121607,0.0,6.26483598265683,0.0,0.0,14.292442308273321,0.0,0.0,11.140392527348641,0.0,0.0
2023-01-01 02:00:00,37.777172782758925,1.2664128630988554,0.0,16.63914899665319,0.0,0.0,12.900482549867142,0.2725669635768585,0.0,12.586237915599757,0.0,0.0
2023-01-01 03:00:00,64.24238629476024,7.801076466878989,0.0,28.683781636158432,0.0,0.0,26.650148467577058,0.0,0.0,14.642760017022077,0.15738976991423292,0.0
2023-01-01 04:00:00,78.28295324344593,35.733595774359436,0.0,39.86631133906579,0.0,0.0,11.891550182711718,0.0,0.0,43.44887428053639,0.0,0.0
2023-01-01 05:00:00,73.49303768604561,26.96663794492162,0.0,20.121724018968067,0.0,0.0,17.201684462863657,0.0,0.0,22.758975423063568,0.0,0.0
2023-01-01 06:00:00,69.12887803919274,16.399340121560027,0.0,22.812071105332684,0.0,1.0133824179412456,31.67642810023896,0.0,0.0,12.623420218421384,0.0,0.0
2023-01-01 07:00:00,62.33956333639553,26.057844466938654,0.0,17.9241322719556,0.0,0.0,24.20017853056772,0.0,0.0,16.761666334496418,0.0,0.0
2023-01-01 08:00:00,57.008367275468174,13.76185698212165,0.0,10.816354463108688,0.0,0.0,10.747067181360299,0.0,0.0,14.905820390590138,0.4738147356240089,0.0
2023-01-01 09:00:00,81.91344302332976,30.436308082564505,0.0,18.460832911299164,0.0,0.0,13.472625312297065,0.0722810795640145,0.0,21.23287397163833,0.0,0.0
2023-01-01 10:00:00,49.692763903261294,15.430227199478663,0.0,14.191802643437926,0.0,0.0,21.083887358755042,0.0,0.0,7.039255811593719,0.0,0.0
2023-01-01 11:00:00,44.40530590334683,10.110340858440754,0.0,0.0,0.0,0.0,9.672059863846425,0.16172326694645733,0.0,6.818797873308108,0.0,0.0
2023-01-01 12:00:00,61.70774374824835,21.15248791511949,0.0,24.295494995821155,0.0,0.0,17.31781075689285,0.0,0.0,8.216769000058754,0.0,0.0
2023-01-01 13:00:00,50.913275983496575,7.084095691375394,0.0,5.616149834744133,0.0,0.28149151052446164,8.438351614993774,0.0,0.841739405637564,10.25300866446132,0.0,0.0
2023-01-01 14:00:00,34.27309439029126,13.59350678045396,0.0,10.441619934086326,0.0,0.0,5.656263447908422,0.0,0.0,2.8647778282279113,0.0,0.0
2023-01-01 15:00:00,52.42081069838248,19.982146545296928,0.0,19.58288685783207,0.2162264834387996,0.0,7.6547121076510605,0.0,0.0,22.51930392157362,0.0,0.0
2023-01-01 16:00:00,43.669604405277134,10.220221522075327,0.0,14.421766134559087,0.0,0.0,12.932115572296832,0.0,0.0,9.87743423823205,0.0,0.0
2023-01-01 17:00:00,39.80781895356789,12.432275930269684,0.0,19.931708826067805,0.0,0.0,13.421450038013553,0.0,0.0,17.45513231699857,0.13144473899003498,0.0
2023-01-01 18:00:00,29.328804638912146,8.907243452641703,0.0,7.676977379212736,0.3910235034037014,0.0,9.085800010668194,0.0,0.0,2.9909955431469033,0.0,0.0
2023-01-01 19:00:00,30.34225798534373,14.717504845881074,0.0,6.112295301857618,0.0,0.0,15.987749747598052,0.14055161573337696,0.0,5.293174656976417,0.0,0.0
2023-01-01 20:00:00,44.740410556055636,10.167005394979293,0.0,27.10658928857432,0.0,0.0,24.195423061674532,0.046406810647739036,0.0,12.940442952356687,0.0,0.0
2023-01-01 21:00:00,58.13670245411564,18.538798150268818,0.0,10.74586802725327,0.0,0.7226178539104073,24.417817411106753,0.0,0.0,26.968641326057572,0.0,0.0
2023-01-01 22:00:00,37.863407957833346,4.888833966095813,0.0,10.469452862756055,0.0,0.0,7.988742844964509,0.0,0.0,12.487174606882128,0.0,0.0
2023-01-01 23:00:00,24.156539822690064,0.4572440012447485,0.0,3.498389851099393,0.0,0.0,1.8323111183244105,0.0,0.0,1.6520917114862614,0.0,0.0
2023-01-02 00:00:00,46.520439406844304,14.111768836651828,0.0,3.6774610196002566,0.0,0.0,18.448241475876088,0.0,0.0,17.090877792811654,0.08169734341026903,0.0
2023-01-02 01:00:00,61.63943306591004,12.531491088238191,0.9864146772011847,22.16040728027087,0.0,0.0,10.065747005122141,0.0,0.0,16.634538477196433,0.0,0.0
2023-01-02 02:00:00,63.73910909247636,10.178845393516617,0.0,15.773100090811605,0.0,0.0,30.18047558735762,0.0,0.0,36.409105202856836,0.40424663041123854,0.0
2023-01-02 03:00:00,75.79089357958094,32.58049217837823,0.0,9.767307007857093,0.0,0.0,34.382028930324125,0.0,0.0,19.70756932509985,0.0,0.0
2023-01-02 04:00:00,73.39411917832942,8.90473964930725,0.0,32.43293322135196,0.0,0.0,28.429117413300272,0.0,0.0,15.17748159529895,0.0,0.0
2023-01-02 05:00:00,73.33189803549001,26.995461021916793,0.0,23.53276690503405,0.0,0.0,33.61347502934808,0.0,0.0,11.26341568132765,0.0,0.0
2023-01-02 06:00:00,75.9959873702806,10.51333519198275,0.0,8.45123050096182,0.0,0.0,24.667372742536397,0.0,0.0,18.176775675348523,0.0,0.0
2023-01-02 07:00:00,74.2311207492624,14.417713958060293,0.0,35.55537681781787,0.0,0.0,13.21350251475841,0.0,0.0,36.74274557988597,0.0,0.0
2023-01-02 08:00:00,65.32617923785051,27.22088426944201,0.0,25.404533188241125,0.0,0.0,14.320024793124634,0.0,0.0,17.742238377171358,0.0,0.0
2023-01-02 09:00:00,76.75954718097026,12.871765145829688,0.0,4.4760667713461935,0.0,0.0,29.489782937888567,0.0,0.0,14.816534018045823,0.0,0.0
2023-01-02 10:00:00,71.04944190743643,26.958628493822726,0.0,14.397298621245334,0.0,0.0,18.46012958596865,0.0,0.0,30.510252154985146,0.0,0.0
2023-01-02 11:00:00,65.20715283014681,28.177949689272086,0.0,33.87978644800695,0.0,0.0,8.664546062613116,0.32216134084041187,0.0,9.5507761757142,0.0,0.0
2023-01-02 12:00:00,49.57885790901386,21.78498226173562,0.6295716011048434,10.35781755318364,0.0,0.0,16.257982049026726,0.0,0.0,18.18988382986734,0.0,0.0
2023-01-02 13:00:00,51.16885254748278,21.456022502478795,0.0,9.919502233517031,0.0,0.0,20.2187964381548,0.0,0.0,27.229072524621255,0.0,0.0
2023-01-02 14:00:00,53.697206073796586,9.322765284852876,0.0,10.08559531094507,0.0,0.0,9.033423944718464,0.46332224944657274,0.0,15.44058516108782,0.0,0.0
2023-01-02 15:00:00,46.388120954835564,14.585020697767234,0.0,8.910541313149963,0.0,0.0,16.23388470073251,0.0,0.0,20.908813898406365,0.0,0.0
