HourOfYear,Price ($/MWh)
1,29.09962084427124
2,27.17836556736894
3,16.97403727590525
4,23.707767876082357
5,27.273930907292783
6,33.10317147053241
7,44.38013743198784
8,37.30293235150241
9,74.46471204721082
10,46.00882820501233
11,49.0696716859768
12,47.70252786217895
13,47.9827277440023
14,43.2030199499433
15,154.43298992610409
16,68.76951008427477
17,67.54654761690969
18,70.17760644275653
19,55.59977935540209
20,73.02823095830622
21,55.98673134551557
22,50.39855623244349
23,36.84582003285293
24,26.963443407593818
25,23.481529606260402
26,22.621830063015622
27,24.529209275289148
28,26.19559787939459
29,20.573217158097847
30,39.92427552112027
31,44.18600697708643
32,54.01550657091503
33,64.58183568489038
34,57.96556043045119
35,39.32116021127998
36,54.61986971101615
37,54.22470699650559
38,51.577142718211235
39,55.83222333136559
40,47.241108753332966
41,60.21542269490591
42,73.04075549647948
43,67.93018311702518
44,73.01359371172725
45,63.12873007582641
46,43.106036789467645
47,37.160578705981045
48,28.819978342474947
49,26.47581578957799
50,19.164371677360858
51,18.953084543496942
52,23.33584517743414
53,29.991503923660108
54,34.6393408048188
55,46.334519128552465
56,53.73754801111574
57,56.513686316945694
58,56.226833380892494
59,49.345047664832954
60,53.844106260420126
61,42.72328790397105
62,45.2980378780944
63,60.13905599361872
64,59.3045097140941
65,88.12852091754546
66,72.35634020282984
67,80.47856677916076
68,53.39488414568357
69,58.10547807059425
70,40.71559856114211
71,41.538380945200316
72,39.4987864817738
73,29.679137553759695
74,25.726584209022914
75,27.094793434926746
76,25.645622269735277
77,22.160616605826085
78,34.64785533831222
79,33.305578262533366
80,53.953597391857556
81,46.605299360838025
82,67.60021610010844
83,39.62387472471704
84,50.97223069973525
85,46.07621550793839
86,54.87794829205399
87,54.189429561200974
88,55.7171243001484
89,68.086732182323
90,52.54126134461958
91,58.976897229567726
92,61.28312460169675
93,55.73490801818248
94,40.94721283751949
95,35.053649353187794
96,19.005365715316444
97,29.007553049831888
98,21.155464085482187
99,25.95375832943399
100,24.356530648371987
101,36.018650624048384
102,40.06069848435091
103,47.92991209668233
104,55.43270858766877
105,50.75714272624286
106,56.73873699396545
107,42.471634983779104
108,49.34531961275685
109,46.64522687209834
110,49.15483197933958
111,55.61529912865957
112,55.73272304699075
113,65.26611133369005
114,64.89631881135024
115,60.48556148890514
116,55.446613135737884
117,54.965472087207644
118,51.064547731647664
119,43.08039132084631
120,32.43437261835776
121,19.554281221598337
122,14.05429077658282
123,12.5474739704104
124,14.277875613952661
125,20.20984370347827
126,24.971998382544314
127,27.68760270908082
128,38.527335272894035
129,30.398195405890448
130,43.0917371636165
131,42.564746179040064
132,30.770999878589677
133,40.57741978296651
134,30.821238887137707
135,38.07872177144473
136,49.89517851196236
137,44.88419743414342
138,63.23605864433329
139,67.85831962312974
140,43.37496026762308
141,43.89342469844286
142,32.14656717920552
143,19.28623725493404
144,20.728663625672088
145,16.82081279774633
146,11.905881262357305
147,13.69013553547398
148,15.386188150562127
149,15.306559439939413
150,94.03427366964911
151,24.261835490907295
152,36.28549357268464
153,37.41193582942316
154,38.569978604610455
155,26.547858522281498
156,30.739601311053462
157,34.84050249525773
158,30.57271267050223
159,44.2379534334191
160,40.68690008779708
161,42.15125148017071
162,37.48053020399761
163,47.76918533502218
164,44.18180491908927
165,40.8724897746009
166,30.70080577984251
167,28.645779988075496
168,20.78146386952582
169,26.054841043473573
170,22.633879426424897
171,18.49739628786477
172,24.81276832118927
173,26.6583052956934
174,29.661037157728515
175,33.175450058754514
176,41.19500331067723
177,66.32857374318228
178,63.52225219675423
179,49.350958492699206
180,51.35106582593334
181,62.21822663062799
182,43.18711320790131
183,57.537130993442865
184,61.8119402546753
185,77.88418238239548
186,68.66157561498159
187,93.33049509894123
188,59.22294043609376
189,62.191184751753724
190,45.61901070773217
191,36.88866665177667
192,30.686752400319328
193,25.648362225224197
194,27.531362307471174
195,24.10533982605214
196,23.979775575886343
197,29.29503058464404
198,27.702854448835087
199,45.99795777681287
200,49.34563637460753
201,51.79969747503094
202,54.59696314378522
203,45.447922722451324
204,45.023701727820935
205,42.56396316567928
206,39.057713189842296
207,40.8906693738643
208,42.69933000307128
209,57.06115291323613
210,75.12197427335884
211,64.78181589510851
212,62.144881196296524
213,55.933570621804385
214,37.43887365783882
215,44.8452595227939
216,26.947695249506626
217,26.627693148374618
218,23.761569468881888
219,21.136373432317352
220,22.199839887281847
221,21.439482233769976
222,44.46851072953782
223,45.32347478249391
224,46.56924371736957
225,48.909499516087244
226,63.44130551155902
227,62.78361106608731
228,56.856325955237615
229,52.16693492230133
230,51.864796586910565
231,49.10584696004086
232,72.17549191221076
233,59.83528575485143
234,52.70725577988617
235,76.55516628166237
236,57.330102323578686
237,61.56201662687865
238,42.91997113283795
239,41.5615994097212
240,31.81458678554537
241,23.88409619855978
242,21.998299933507838
243,23.244417803147083
244,26.417713389613525
245,21.095380650786264
246,33.32702355456977
247,41.19483098366612
248,39.66493427685219
249,41.37030177756021
250,52.12228392505516
251,53.36280094730268
252,41.5914083676064
253,45.961813989172164
254,59.515279458829774
255,44.752043590569954
256,67.3516401402178
257,76.08596060406511
258,73.85308574374929
259,79.79893511770906
260,55.328729770335485
261,62.96299993101545
262,39.73505155601089
263,30.95438149361071
264,30.5188454285443
265,24.364181926865463
266,19.684694041453334
267,21.37080947036899
268,20.814107259645716
269,79.57069187173069
270,25.88791467069803
271,39.57763465734346
272,55.038277819243305
273,51.97635067116394
274,50.58570809399539
275,55.303420312402736
276,41.42178840606025
277,41.03523546904927
278,57.99483659367308
279,59.56355067694086
280,58.95552162172627
281,53.279852790202916
282,57.204394699570535
283,61.12347829690824
284,64.98386912496628
285,50.38006657382928
286,35.9472430207391
287,41.090394180982145
288,43.33540921367435
289,19.246659765735668
290,17.525088308507435
291,15.481872159830377
292,22.333384865489677
293,20.195820005675245
294,25.15089035000193
295,33.41667600221914
296,42.89715874722518
297,35.47061705586703
298,38.06622149485517
299,39.6198578281286
300,34.18798432927219
301,34.621656308270516
302,124.52027208184303
303,26.62890871002037
304,32.94521566570607
305,47.00138646534154
306,51.17651598521692
307,36.16118774071321
308,40.32992299167957
309,34.08626391316265
310,34.617575833023906
311,31.076333406226727
312,20.579227156902725
313,15.96449458083594
314,10.461003188324899
315,13.213614907841052
316,16.045739769875237
317,15.478275424398397
318,25.83586983135458
319,35.306406114849324
320,40.11196393491014
321,26.780514146877433
322,25.290474278962808
323,32.02061750344106
324,33.06557833515887
325,24.332237819808608
326,27.139078276849204
327,29.324975027040086
328,32.26035451878858
329,43.04993808155922
330,35.080907270622404
331,36.52092656801502
332,41.85744311888523
333,31.873814445151574
334,16.62179651847989
335,24.92751015531382
336,14.994447755272489
337,24.237684076814446
338,22.010508078545378
339,19.27243641678963
340,25.91619630049884
341,26.74416843205266
342,33.79869819364952
343,57.93346655240427
344,60.80016099268757
345,51.113038554411155
346,55.47931043961315
347,48.95303266454727
348,48.4817646241266
349,49.960923435222746
350,60.8396005746891
351,42.651138768610615
352,65.6469582847849
353,63.16613905708347
354,81.75523785977056
355,74.00242174927429
356,57.98685795111722
357,65.32849103894266
358,37.766484582260475
359,35.8209530177646
360,40.74935697852546
361,23.9487209207009
362,21.123137489854372
363,19.355351191432895
364,12.666648983067986
365,23.85298482168287
366,31.06450703724012
367,47.30918956074829
368,57.884353522229944
369,56.36333901429567
370,153.2686284176809
371,53.08071222603783
372,49.93042481620463
373,40.88920931505735
374,60.96549633430921
375,61.00887284951092
376,44.641748108455594
377,76.17338622999372
378,75.12001418638047
379,53.377310171866924
380,51.10659105515027
381,45.006548482705384
382,47.89080548614432
383,43.380715258645054
384,30.466385437343924
385,27.834364455816377
386,24.605326445791466
387,20.845702671917227
388,26.204352897493024
389,31.904800654790368
390,39.17514170007101
391,34.42033580598308
392,51.4953942389265
393,68.13183122625605
394,63.31411530223621
395,39.24205190893704
396,40.32888480296295
397,45.114110217084715
398,43.78098350740505
399,54.321361555515054
400,61.41439758399909
401,72.58553337196177
402,60.51408055799652
403,67.28670007503537
404,69.3970051351606
405,49.44954946116809
406,45.08260928233556
407,40.53011172778173
408,40.985178172817776
409,30.99080991768019
410,22.417509225822464
411,22.026024424076347
412,22.5472551199655
413,26.92564382974569
414,37.285307208886614
415,50.17753477161901
416,65.26152244324176
417,57.02184311333607
418,64.41437042296006
419,65.02104800121876
420,46.00521461552497
421,50.937604238710364
422,54.353783566577924
423,53.97339275677781
424,76.645850174176
425,69.14397138032008
426,61.04974991601131
427,60.73363624529895
428,59.37739059291505
429,50.725673625216956
430,31.62660072269376
431,39.62835572597494
432,40.32237410199537
433,29.79286499664275
434,14.816697616874738
435,13.368923708553822
436,20.919867429942023
437,20.36057421528521
438,28.424317369780688
439,37.99966415066246
440,65.5729945842238
441,53.41081566807189
442,56.84431750039852
443,54.49151399547129
444,42.658963561025736
445,49.830175325936004
446,46.46186915443444
447,51.91819987180068
448,62.436803123303626
449,69.4044082408094
450,82.67996354679214
451,64.55380353727205
452,59.32108651994917
453,47.42822045713834
454,50.589813939292554
455,38.47171782012857
456,27.752218011899075
457,15.31533128754392
458,17.343476384710634
459,17.390344128588247
460,19.714928900826603
461,16.857512866612307
462,21.85958735181468
463,34.78763839468331
464,36.91087102506194
465,33.822705526836465
466,29.32961991235688
467,48.187249891062315
468,31.01845328727438
469,25.09285725583313
470,28.413117735220528
471,34.127517779149
472,43.059968802326644
473,59.21161975424184
474,50.83601765083099
475,47.65114566588889
476,42.97457666417234
477,36.4265148905891
478,30.097009681496235
479,28.303420166894437
480,18.796328448769213
481,16.81817214783586
482,17.308612302043933
483,49.55577164202443
484,15.483778756972027
485,17.26720003955896
486,17.75805015937812
487,25.471160663156752
488,31.947618204821996
489,28.566979689609134
490,44.06697534545345
491,31.947107298214874
492,23.948210955370506
493,27.16676903732022
494,35.58334653097876
495,25.58755100927305
496,30.200609187615544
497,51.88920760061363
498,48.264023917957154
499,45.41908126123206
500,33.44404454400263
501,28.286793496891228
502,27.487818022013776
503,21.11744867237227
504,56.68893690639594
505,32.22429707829272
506,20.96407739471009
507,18.566888186435346
508,25.456987432090404
509,28.169923622984175
510,34.29385447435695
511,32.470685771452764
512,47.82757976983878
513,65.69389609612081
514,44.90820483314784
515,46.01082106453161
516,54.62204174174747
517,47.08989049596043
518,47.63045112079791
519,47.97184915662929
520,47.01681331279394
521,78.42694633681663
522,86.04641718486224
523,60.9734250121664
524,64.13202253839346
525,46.59894944351114
526,27.17217768067775
527,39.13895443386004
528,22.156914296799716
529,23.806726743973886
530,25.479648861756317
531,23.895313550065467
532,21.431722511427697
533,30.690770135535764
534,27.73458777222097
535,44.21924561730358
536,50.54659369773016
537,55.5420586469808
538,43.21725099844752
539,51.827022248708424
540,47.97767130806332
541,44.97542024410947
542,56.42287335027127
543,59.38497047076783
544,48.196428625118585
545,61.45798650120458
546,74.61735557180312
547,71.26939656484234
548,64.4802624298963
549,47.402198776955636
550,28.929214479469337
551,37.988455695729144
552,29.704095787786322
553,27.993390180529193
554,26.333466217963675
555,29.882704662448898
556,28.003861532103063
557,27.334594557039008
558,32.94492735117076
559,43.40179442069142
560,59.0988837820602
561,73.73911270572813
562,57.892711531634205
