HourOfYear,Price ($/MWh)
1,22.167488606403733
2,20.7285353204093
3,24.111235027269828
4,25.159383219491307
5,19.04644832954523
6,35.946782758717816
7,36.26502049696845
8,58.82838542088872
9,70.34982229337
10,48.94321460968254
11,52.473247698020344
12,40.0815582189324
13,47.14351445007271
14,49.70332150277856
15,53.02816885306855
16,52.43729089596091
17,85.36515392962514
18,57.44658613543882
19,67.82975813739691
20,63.135161187606705
21,55.391947015471544
22,47.29371944230701
23,41.799839777143625
24,29.971809791869283
25,23.082782816960343
26,16.809821323799955
27,16.384568718219676
28,19.59891543518961
29,17.019014692021376
30,40.17858076022204
31,54.01257387810497
32,58.60810308888348
33,58.72036138000567
34,59.10569576445732
35,54.93649109553812
36,48.54122784730088
37,49.3486659838442
38,47.813205908402615
39,53.073924978993645
40,69.53428235722163
41,60.44052375184165
42,65.30308698065942
43,71.1041196866764
44,51.38078078482999
45,52.02969809577873
46,48.68522075418003
47,43.40567066693963
48,28.92766035581624
49,24.902748750500066
50,23.740445474235155
51,19.380553220641566
52,20.161524867635507
53,34.13092049056316
54,36.861343041806755
55,127.38101154860212
56,36.16674512700917
57,66.15674462886228
58,53.67706025503551
59,66.59367747503153
60,40.77883547099652
61,45.20852163238738
62,54.56787261142713
63,69.8684271628455
64,52.793823751007395
65,57.30903386387307
66,60.980259715207794
67,69.118041907361
68,65.92099227918897
69,43.91480967283839
70,49.36106346230673
71,50.00746998226057
72,28.728451910845735
73,30.37556412873011
74,20.74964673948884
75,25.670517391404747
76,29.196906364974186
77,31.384289985627486
78,37.320553915265364
79,51.54115883496979
80,55.09932354636765
81,64.4940087988527
82,61.61527279551518
83,52.80018790634506
84,38.90429423667104
85,56.480341381287985
86,46.24659828193971
87,48.213005120131484
88,56.21598878388554
89,74.50637769580365
90,65.92708976095386
91,62.71555468046498
92,53.18830749511795
93,67.44523053903733
94,48.83296353446504
95,26.745969465031994
96,22.800542301887585
97,17.131422444700696
98,23.813731595153662
99,22.914077340850362
100,27.659824096645423
101,23.69624341656067
102,32.75653259676541
103,48.979626445337004
104,41.7401271008085
105,49.0965150422403
106,62.85776031372576
107,54.47706249145084
108,50.468518753701595
109,40.59876603256026
110,44.522504460867765
111,68.41530968331921
112,58.82746739626499
113,78.37338942421756
114,75.34213741946962
115,77.83486725601165
116,46.411275067386406
117,51.817877164342086
118,41.23999254799164
119,38.094484689559735
120,34.04575081954919
121,19.800498147140782
122,17.361421929735148
123,15.461122600857603
124,13.738492360364994
125,20.30934261300323
126,29.38434640410034
127,28.5131530957786
128,38.8888737332738
129,34.29694309421964
130,47.19642584246539
131,27.36483796016628
132,26.853580026852196
133,33.13955431785542
134,32.07721736097061
135,40.13607528467942
136,32.40675438908295
137,62.521231925095
138,44.40835736087819
139,44.34666738899634
140,38.87460448812371
141,30.273611279062138
142,25.28589944297702
143,24.25349611127839
144,20.925422104805254
145,12.92086046592012
146,15.304433929641867
147,15.50485054342144
148,13.392388805386474
149,17.243497810460468
150,23.565836681486577
151,26.536327024053133
152,30.947603567616554
153,39.24073357827231
154,36.017130362616086
155,33.09981639839133
156,32.65887817320224
157,23.783193603330176
158,31.25534643627188
159,39.00590311584385
160,44.025671864509235
161,49.224387493249786
162,21.866857948428063
163,37.63465151584514
164,44.813827109670704
165,41.65878694766522
166,23.913936338170082
167,29.93156844054493
168,18.77729800671708
169,29.511294863802895
170,20.744074924087943
171,26.08005548504225
172,23.217242673902515
173,22.015014951475422
174,36.947049669198144
175,46.148296843961745
176,43.58914870406206
177,60.12537090123761
178,55.837254997966426
179,42.7302694755588
180,51.3397002584575
181,50.9284098109707
182,55.612729606800656
183,61.53478442866892
184,50.62819516604689
185,56.05312216047138
186,56.74168413038364
187,85.66202655002945
188,50.417440556199445
189,65.60340835467582
190,38.54554181737248
191,28.53332578213826
192,35.999175169482605
193,22.966640347681803
194,19.578210933075216
195,25.518228878998695
196,21.236468904661717
197,20.532737774104138
198,33.80417023546391
199,62.620120622643746
200,48.09907029345986
201,59.95059352426707
202,56.76037305203601
203,56.99912402856089
204,32.8903660326407
205,48.82457248942092
206,51.90790660826323
207,59.39095961143641
208,57.649570134205135
209,63.17692215298637
210,73.9237707376549
211,63.43566587927352
212,52.390864898854055
213,39.584668841873565
214,46.943528458189874
215,40.56372467028846
216,38.02137821018451
217,27.53505618855881
218,24.628205119004054
219,93.519404273968
220,24.11592440899101
221,31.14174437155263
222,33.88646823609061
223,50.40041417576752
224,54.143531220503505
225,46.90585870407795
226,59.32549127084751
227,38.737323022735616
228,52.169811487843276
229,56.62880126539376
230,51.207927369820915
231,66.130694823618
232,58.65690104241693
233,74.69997448036631
234,63.35504836228772
235,66.9797761677502
236,76.21237941444421
237,59.38132512883777
238,34.36794643710355
239,46.946078719500925
240,33.64670178445122
241,20.94753733760969
242,18.634973377627762
243,16.598865905527227
244,15.279737368845089
245,29.84334011605337
246,30.097522497726633
247,42.43633841224358
248,53.05868791376127
249,57.29618747540257
250,62.53101266686019
251,49.85718908141465
252,51.5221851805239
253,48.43677476234821
254,42.84029159144417
255,43.59197647175571
256,48.54399020232048
257,63.651056202618456
258,75.1512389594206
259,67.8291136351814
260,57.007379218579686
261,36.76105147910875
262,36.385519193797116
263,41.72775452166806
264,37.788169602237076
265,27.32330957997269
266,22.693277281344297
267,19.114116541140447
268,21.500397074200254
269,24.33592059125432
270,35.68597740902027
271,29.139413785952986
272,65.79615332037478
273,51.89106698697364
274,71.4914115882392
275,55.72985056619962
276,42.9561720206258
277,57.28902250826793
278,44.261075761473116
279,63.993922399637555
280,52.461107496009504
281,79.67616690066933
282,65.52125675497004
283,67.93942069122218
284,53.09787034351043
285,46.806256143982516
286,47.3435376081828
287,48.02725933343963
288,32.46534587514372
289,57.634937008846684
290,18.284752279315462
291,17.901514697289638
292,16.213250139285275
293,19.81340847352301
294,24.60616704281867
295,27.740145975714427
296,45.11474621465603
297,41.46460368205142
298,50.09991669861458
299,41.12844952616939
300,35.566858748804556
301,39.62554525482402
302,33.940211872669956
303,50.321017366739305
304,38.99421423837238
305,62.43545230735627
306,45.924708199677504
307,56.264352993056306
308,40.14877676520259
309,34.93173536073991
310,31.6182152352088
311,37.22081832850423
312,23.81646559144404
313,20.110620656812273
314,17.472007692392115
315,13.98676680416515
316,16.639402992926232
317,20.390628131922075
318,21.689986257814148
319,32.67650378644858
320,31.120768934194825
321,32.495447723385446
322,22.687747436474204
323,34.05839228406215
324,34.25922163978015
325,33.194616619806006
326,39.74870865755593
327,23.326500030281156
328,44.972604266553454
329,52.00706686701088
330,41.108246452089695
331,45.785608443394146
332,36.92391309707868
333,46.42806116832077
334,30.529123209023204
335,27.2217494894438
336,18.609780093621723
337,24.37411985628362
338,24.012240875084384
339,28.92019871990184
340,18.197595682948993
341,27.260083159906934
342,40.09257643490316
343,40.83250429234944
344,43.09864576754143
345,55.31962500366893
346,54.30602255755007
347,62.960358513522124
348,54.28813111755482
349,45.456402995022565
350,45.32484744351471
351,48.38515007257712
352,72.104914663273
353,57.18919129490037
354,86.25792604029147
355,68.33105128501336
356,61.666882992479174
357,52.107482914239014
358,49.347823706855145
359,40.360893786472296
360,36.349732635762166
361,25.517869527906896
362,21.69360198692255
363,19.0687865055204
364,13.7105879622177
365,20.594927525304076
366,38.70821212671502
367,46.210726253433734
368,46.96425405275284
369,54.928631214225774
370,48.93440270993979
371,56.20495939317027
372,46.8964042958224
373,48.59587659056597
374,52.16713746594453
375,66.06274587030296
376,46.781871868199005
377,68.57957127193417
378,68.71680658611427
379,65.25964618031246
380,66.56334801288479
381,58.38269961096633
382,45.32132476975218
383,32.69418479111797
384,29.24033309505229
385,31.209552560092476
386,20.522096701107355
387,28.79687091306078
388,30.7116880100547
389,23.667019058103875
390,31.815717173899674
391,52.739155790701325
392,54.07982944136158
393,59.99499983028224
394,57.81752570227766
395,42.8627345810423
396,45.19328858864123
397,56.33395643966218
398,54.953615224833555
399,44.68536529258866
400,53.37291602620562
401,77.6754254962128
402,71.25486287670797
403,65.67752080291528
404,80.96825500512088
405,49.411307867414465
406,42.819381720175215
407,45.57856586389635
408,35.90458525078856
409,19.186905133656268
410,21.19191877345166
411,28.59773847020171
412,15.308748926491132
413,25.046780000480705
414,37.70519559533526
415,34.00040242785589
416,62.77349090698969
417,56.96094694620093
418,66.51131695975499
419,57.855450795064904
420,48.22443353420364
421,40.64920822461036
422,62.25084575463758
423,48.36131369444211
424,62.8373758549994
425,55.80382056799292
426,77.6941677997064
427,77.49308675522279
428,55.92713168528823
429,53.625155842645626
430,51.158986215094686
431,48.383995062631925
432,34.69877972093589
433,30.55901022115721
434,22.337617503994426
435,20.48980821113381
436,23.81470921381549
437,27.08127823702173
438,24.530358841715074
439,45.946112137236604
440,38.58031357597611
441,52.58979351512836
442,57.661434281295946
443,46.4267287944083
444,46.69886326630191
445,66.67337302502806
446,45.72381173203396
447,67.35155615389942
448,53.62711293297959
449,66.28270127346177
450,79.64366145914522
451,57.49838039926546
452,53.64849852250341
453,55.25644069876765
454,44.038828706294275
455,46.79709339021196
456,36.05329703495865
457,18.49815237383089
458,16.88741238293551
459,17.899580818638686
460,19.236422083983697
461,21.02026279018947
462,23.762531646060523
463,38.29828711169285
464,39.2460169368486
465,25.359523496291438
466,39.85486495756086
467,30.936340950511575
468,30.245111729215004
469,31.93480117607327
470,30.27831549924552
471,39.870411090458234
472,51.68231200081725
473,52.01216217618183
474,44.81704093942419
475,44.39060617373668
476,43.98064037219157
477,37.147832799583924
478,31.207708636807205
479,30.946065898314316
480,18.548718348727377
481,18.179850309645293
482,16.644612516483377
483,15.290224731391193
484,13.4275659189449
485,16.52644031215457
486,25.33727915923031
487,21.002639606877352
488,38.30710331519501
489,33.88094320584041
490,44.524540383389215
491,38.01901316529358
492,25.918167856961475
493,34.61803544213061
494,28.75069881941278
495,168.48263900773057
496,38.522689676870975
497,47.907497966341445
498,46.974785955225514
499,35.24496911208533
500,41.304957011255006
501,112.53336805746054
502,27.15130191183181
503,28.987503293629977
504,20.622641534506496
505,23.629209402248364
506,20.366487412075884
507,21.813457467748147
508,25.992110116327
509,29.673361694720114
510,43.127154714089194
511,49.74147413687272
512,57.659730882004155
513,52.921764787802054
514,55.99321636131653
515,48.23829682527669
516,46.920970297767475
517,35.72812619056001
518,47.5237714065826
519,57.92007630720168
520,57.42986519170451
521,66.27862369940816
522,67.29472035136529
523,71.60954661019545
524,55.57344723081656
525,40.108345367091076
526,41.94506409725946
527,46.64491301739074
528,26.159139082271793
529,22.18662540638767
530,18.327588550857307
531,17.751004550066554
532,24.206784696980176
533,18.335178260840976
534,30.45721948945305
535,43.61275877594813
536,56.5687004671669
537,39.77762072502621
538,57.181158274458866
539,51.523062566408804
540,55.74336493478038
541,61.37323232192377
542,51.506692186655464
543,58.99436571567198
544,26.660336739005437
545,67.77247761006514
546,68.06174879907464
547,77.54782655633103
548,50.51257763472605
549,72.0577830423167
550,44.05830027232497
551,25.788907373075126
552,30.753429009893118
553,27.192895357741335
554,22.35113468187306
555,21.948176976802348
556,22.048974663578882
557,26.314677365892415
558,42.57957866312612
559,50.74784805384953
560,40.96032691874388
561,58.92673692385443
562,59.96565100063428
563,50.72704071522593
564,49.54643058872838
565,44.54937681743452
566,51.92865762064497
567,51.63353589961776
568,49.52586665090683
569,56.938626069221876
570,61.34699246521485
571,74.28373700719231
572,74.24519711486576
573,64.54550762196207
574,43.88712516067736
575,42.02629559521951
576,25.764337953790953
577,29.08086527202463
578,19.042737511028864
579,16.823682105074536
580,19.611853949863104
581,23.01445209305102
582,37.22043809620507
583,51.604971240661584
584,38.751766518349406
585,65.52721311739548
586,71.87597768190221
587,132.95352412798823
588,47.290207750078636
589,30.817516763338812
590,34.820872323539376
591,42.92783088525111
592,48.91105932224848
593,52.5432545612368
594,64.299708188642
595,60.66868619882405
596,50.35733669129232
597,51.685854805944295
598,40.91767234371828
599,43.956268992940394
600,32.946510978200344
