Timestamp,p_RegU_SPP,loc_RegU_SPP,p_RegD_SPP,loc_RegD_SPP,p_Spin_SPP,loc_Spin_SPP,p_Sup_SPP,loc_Sup_SPP,p_RamU_SPP,loc_RamU_SPP,p_RamD_SPP,loc_RamD_SPP,p_UncU_SPP,loc_UncU_SPP
2023-01-01 00:00:00,22.09823020136554,0.0,31.33720387274563,0.0,10.009652561661545,0.0,24.798768482672042,0.0,15.521846084338426,0.22863343996200053,30.0737176741548,0.0,0.3558568460530247,0.0
2023-01-01 01:00:00,7.710113400325925,0.0,8.722425281199508,0.0,10.911989248211938,0.0,11.757889013821837,0.0,3.1203951793237694,0.0,21.218718332575182,0.0,26.789884583317885,0.0
2023-01-01 02:00:00,26.53762782583438,0.0,8.862456755256392,0.0,17.48209892163475,0.0,14.974091656994737,0.0,13.959017319085493,0.0,36.97765793376091,0.0,19.340209526755643,0.0
2023-01-01 03:00:00,20.095803498260416,0.0,20.9266473442791,0.0,24.14910256854814,0.0,13.990439707982958,0.0,14.62882983373412,0.0,31.1395713752518,0.0,11.08278120784524,0.0
2023-01-01 04:00:00,15.494071770819744,0.0,4.241175524956543,0.0,28.678668404234912,0.0,36.62254824967659,0.0,28.93175669221332,0.0,10.605713130982949,0.0,16.081990714723986,0.0
2023-01-01 05:00:00,11.444652974062533,0.0,4.750484897179337,0.11445386461724734,27.1439230229083,0.0,13.29227028085069,0.0,16.798768722996527,0.0,21.87120967426917,0.0,9.45808980446176,0.0
2023-01-01 06:00:00,11.917311013292057,0.0,43.33383460702187,0.0,1.8664412415772595,0.0,13.09899872440025,0.0,10.30049592008116,0.0,23.921846423160584,0.0,11.88042809440356,0.0
2023-01-01 07:00:00,31.918178242783256,0.0,31.793382303132635,0.0,33.45353779834545,0.0,17.898906577003615,0.0,16.82600627320754,0.0,23.940630645320756,0.0,19.318137057342298,0.0
2023-01-01 08:00:00,26.47456516053134,0.0,26.792867798662037,0.0,7.489447775691048,0.0,22.985894190679254,0.0,14.00426751869857,0.0,20.74215965164665,0.0,21.14509850565438,0.0
2023-01-01 09:00:00,13.830671506457918,0.0,6.983121362111621,0.0,30.75924781624936,0.0,22.02195122685229,0.0,11.392708488771657,0.0,4.287690141233799,0.0,21.3793518688049,0.0
2023-01-01 10:00:00,24.07839472951131,0.0,11.293229922837217,0.0,7.563690673342714,0.0,18.751233484690193,0.0,16.619718771407918,0.0,18.3684753626459,0.0,19.7169565289842,0.0
2023-01-01 11:00:00,4.947646055514397,0.0,20.56998963900233,0.0,10.706454532646767,0.0,13.876987741394494,0.0,16.98193682034269,0.0,31.13937347125031,0.0,11.080224224497325,0.0
2023-01-01 12:00:00,20.96079308129292,0.0,24.651442869453717,0.0,30.012729591426417,0.0,25.469170533209763,0.0,0.49482875191328723,0.0,19.355580931181922,0.0,14.568366120464233,0.0
2023-01-01 13:00:00,13.793976069865339,0.0,11.215410824800754,0.0,9.577609146897887,1.35978760645692,7.62305867485773,0.0,16.393767631431203,0.0,4.853328820745246,0.0,15.971270348198003,0.0
2023-01-01 14:00:00,16.178620253988505,0.0,9.932943246419537,0.0,13.683983351135856,0.0,8.636196100216859,0.0,10.014744939844842,0.0,16.334032652759486,0.0,1.298768667623027,0.0
2023-01-01 15:00:00,8.170979775931645,1.3539359830775561,13.627431794790269,0.0,13.417935321037318,0.0,13.421568671121937,0.0,4.819810306695791,0.0,22.209537964172416,0.0,13.781814352903709,0.0
2023-01-01 16:00:00,11.330394413400787,0.0,2.767294302422139,0.0,4.756552377747637,1.5558548059462949,3.141897726275875,0.0,9.163732260382439,0.0,0.47371622859280826,0.0,11.680520091859902,0.0
2023-01-01 17:00:00,9.613018442776204,0.0,18.18415031601815,0.0,9.858771140570827,0.0,8.637883498476153,0.0,3.437647211243038,0.0,21.647769614317827,0.0,15.847457172924205,0.0
2023-01-01 18:00:00,8.05146238069571,0.0,6.968360723015647,0.0,3.4602618991764555,0.0,21.339583340867605,0.0,17.615717548816903,0.0,14.45995054393204,0.0,11.135801940284713,0.0
2023-01-01 19:00:00,7.265032408369105,0.0,9.431840751660353,0.0,4.939170362888038,0.0,4.67821168457652,0.0,2.6482885034949586,0.0,19.474956245574326,1.152430165576924,11.146216783424379,1.3104054240440142
2023-01-01 20:00:00,17.55365973342888,0.0,23.840012026328182,0.0,9.8022224293605,0.0,17.36841494734864,0.0,1.8956549803644034,0.0,16.27537221895502,0.0,28.293179062929532,1.7164539507985965
2023-01-01 21:00:00,3.4564917569706832,0.0,12.832093146217053,0.0,22.788752115889725,0.0,6.169933566523799,0.0,14.679042664462452,0.0,0.5015004149607081,0.0,20.770784076501734,0.0
2023-01-01 22:00:00,9.082730672811207,0.0,12.392419771675026,0.44566448217357,22.604217169090617,0.0,21.430561152119733,0.0,14.671969964845676,0.0,26.3742066859345,0.0,6.586188372148924,0.0
2023-01-01 23:00:00,13.939981645387663,0.0,14.856855917173286,0.0,9.763367745694921,0.0,21.840521131134732,0.0,13.814361581816138,0.0,8.92871904440305,0.0,10.784592050430778,0.0
2023-01-02 00:00:00,20.50240438643928,0.0,11.217637438921404,0.0,23.044745065910007,0.0,10.037535911400779,0.0,14.585757301257535,0.0,22.748800162751603,0.0,6.088538252223238,0.0
2023-01-02 01:00:00,22.54058938484137,0.0,7.682468070521733,0.0,24.310417554646385,0.0,27.290329751488294,0.0,5.469957770345591,0.0,9.299597946383823,0.0,32.315376078379074,0.0
