Timestamp,energy_price_SPP,p_RegU_SPP,loc_RegU_SPP,p_RegD_SPP,loc_RegD_SPP,p_Spin_SPP,deploy_factor_Spin_SPP,loc_Spin_SPP,p_Sup_SPP,deploy_factor_Sup_SPP,loc_Sup_SPP
2023-01-01 00:00:00,54.96714153011233,15.505700713518811,0.0,7.150329988228645,0.0,22.319110956737582,0.0,0.0,4.3188065917452185,0.0,0.0
2023-01-01 01:00:00,52.687053030024195,23.671019365581927,0.0,19.739674218575036,0.0,14.776233836296022,0.0,0.0,9.91370528858464,0.0,0.27098582205939353
2023-01-01 02:00:00,64.35135495882214,21.504409157297786,0.0,13.716243262986467,0.0,13.130610394743657,0.0,0.0,30.336726311825803,0.4212423079513713,0.0
2023-01-01 03:00:00,76.39773733334582,14.751423838667836,0.0,39.515945504600445,0.0,17.910547540438987,0.3982987995917294,0.0,19.94835818587469,0.0,0.0
2023-01-01 04:00:00,61.395039666923594,4.213509121550245,0.0,20.631094798180303,0.0,13.36838124848445,0.0,0.0,11.525354450943052,0.0,0.0
2023-01-01 05:00:00,63.07776077657472,11.403417279022324,0.0,15.510186634589832,0.0,5.335665655068821,0.0,0.0,13.65775403507311,0.0,0.0
2023-01-01 06:00:00,81.90485746815028,24.632655344217724,0.0,31.324364832983044,0.0,22.520779735348896,0.0,0.0,27.495303601930857,0.04862282090064016,0.0
2023-01-01 07:00:00,73.45666167883455,31.48224799315248,0.0,32.01220733060626,0.0,39.83603953910463,0.0,0.0,33.29877853886442,0.0,0.0
2023-01-01 08:00:00,59.76778255344755,27.103209903178623,0.0,25.120516162005796,0.0,8.083284174585948,0.0,0.0,26.847713645608152,0.0,0.0
2023-01-01 09:00:00,67.68092523642963,18.207360827505788,0.0,16.297162531058586,0.0,37.16790331378259,0.061155413451437934,0.0,13.186651003458612,0.0,0.0
2023-01-01 10:00:00,54.688843873958085,19.758465301129554,0.0,13.732418667278779,0.0,22.194989038108524,0.0,0.0,9.28245281397345,0.0,0.3222432555560187
2023-01-01 11:00:00,51.2198996275809,14.089398803756005,0.0,12.22680712051169,0.0,19.56189982365356,0.0,0.0,15.119662672366996,0.0,0.0
2023-01-01 12:00:00,54.583892176823376,19.437335464122572,0.0,14.063325966487573,0.0,20.841703475523957,0.0,0.0,30.760077540929593,0.0,0.0
2023-01-01 13:00:00,29.31587089359697,6.96373411258114,0.0,4.738169118449798,0.0,10.650434075466354,0.0,0.0,12.221084051253158,0.0,0.0
2023-01-01 14:00:00,27.74564536815782,8.937718707203425,0.0,10.90401319767445,0.0,3.7653619621937082,0.0,0.0,8.999978560374515,0.0,0.0
2023-01-01 15:00:00,36.426200248607074,20.0247896985774,0.0,1.8439181923196317,1.008438344699777,13.224574042422915,0.0,0.0,8.809405859692038,0.0,0.0
2023-01-01 16:00:00,29.6946050422903,8.377039796370386,0.0,9.605479896719746,0.0,6.702666141510865,0.3013695795624575,0.0,8.320454183248629,0.0,0.0
2023-01-01 17:00:00,41.621008090796586,16.919237201226945,0.0,4.1782037338372335,0.0,9.723702003030112,0.30755450624059333,0.0,11.41543244568781,0.0,0.0
2023-01-01 18:00:00,29.03751086541193,10.747706675142878,0.0,8.598210928625953,0.0,13.763894221500337,0.0,0.0,9.631859679235301,0.0,0.0
2023-01-01 19:00:00,24.65202716595787,7.28230520055924,0.0,5.012862571876298,0.0,7.886900629271886,0.0,1.824230869768354,8.158973517118149,0.0,0.0
2023-01-01 20:00:00,55.07176901232631,16.35455731282326,0.0,24.86488406182693,0.0,20.968058454870345,0.0,0.0,11.554295246493249,0.0,0.0
2023-01-01 21:00:00,40.678145757394844,16.379308072411135,0.0,17.53959231498897,0.0,14.27857159122099,0.0,0.0,18.854486282693358,0.0,0.0
2023-01-01 22:00:00,46.84940446153164,21.571717729552265,0.0,8.428232654493536,0.0,15.11749503814149,0.1451681332591849,0.0,19.21798958695722,0.0,0.0
