Timestamp,p_RegU_CAISO,loc_RegU_CAISO,p_RegD_CAISO,loc_RegD_CAISO,p_Spin_CAISO,loc_Spin_CAISO,p_NSpin_CAISO,loc_NSpin_CAISO,p_RMU_CAISO,loc_RMU_CAISO,p_RMD_CAISO,loc_RMD_CAISO
2023-01-01 00:00:00,30.6182,0.0,28.3608,0.0,23.1976,0.0,23.5159,0.0,65.7964,0.0,10.7375,0.0
2023-01-01 01:00:00,8.9528,0.0,46.5704,0.0,13.5442,0.0,29.423,0.0,22.0267,0.0,31.9682,0.0
2023-01-01 02:00:00,16.5199,0.0,25.5287,0.0,22.7688,0.0,15.9173,0.0,13.5513,0.0,21.6241,0.0
2023-01-01 03:00:00,20.8309,0.0,12.272,0.0,21.2644,0.0,7.1634,0.0,15.7031,0.0,16.0396,0.0
2023-01-01 04:00:00,27.7664,0.0,25.8783,0.0,15.946,0.0,12.5128,0.0,8.9012,0.0,38.3478,0.0
2023-01-01 05:00:00,14.2893,0.0,15.45,0.0,34.9362,0.0,22.5944,0.0,31.0197,0.0,5.284,0.0
2023-01-01 06:00:00,42.2044,0.0,14.5175,0.0,22.7423,0.0,12.5217,0.0,58.0839,0.0,34.6577,0.0
2023-01-01 07:00:00,7.8996,0.0,33.4977,0.0,16.0524,0.0,30.469,0.0,21.9612,0.0,22.0999,0.0
2023-01-01 08:00:00,24.237,0.0,28.9658,0.0,7.059,0.0,31.4551,0.0,27.5208,0.0,20.3485,0.0
2023-01-01 09:00:00,11.4613,0.0,5.4593,0.0,6.6951,0.0,15.8897,0.0,4.4172,0.0,23.1564,0.0
2023-01-01 10:00:00,13.2605,0.0,2.7153,0.0,12.5078,0.0,32.6141,0.0,26.3864,0.0,11.6002,0.0
2023-01-01 11:00:00,1.468,0.0,6.2624,0.0,25.3649,0.0,30.5256,0.0,7.2792,0.0,16.3711,1.4381
2023-01-01 12:00:00,24.0999,0.0,22.3843,0.0,19.7257,0.0,26.2074,0.0,28.455,0.0,27.3516,0.15
2023-01-01 13:00:00,14.3275,0.0,12.0362,0.0,12.4949,0.0,5.6135,0.0,10.66,0.0,5.3902,0.0
2023-01-01 14:00:00,6.1242,0.0,25.8056,0.0,22.2235,0.0,15.3595,0.0,9.644,0.0,11.5992,0.0
2023-01-01 15:00:00,14.8829,0.0,13.0238,0.0,6.9345,1.2319,11.7143,0.0,20.418,0.0,8.8953,0.0
2023-01-01 16:00:00,17.9143,0.0,15.0385,0.0,20.2696,0.0,14.7481,0.0,14.0041,0.0,5.0383,0.0
2023-01-01 17:00:00,3.1006,0.0,9.515,0.0,6.363,0.0,5.3476,0.0,0.3417,0.0,16.3967,0.0
2023-01-01 18:00:00,13.9279,0.0,20.9753,0.0,13.6784,0.0,12.3136,0.0,5.1472,0.0,6.9984,0.0
2023-01-01 19:00:00,9.2726,1.4078,12.6476,0.0,0.0,0.0,17.0153,0.0,14.3218,0.0,8.7956,0.0
2023-01-01 20:00:00,4.7631,0.0,7.0929,0.0,7.8885,0.0,5.4948,0.0,16.9673,0.0,11.9606,0.0
2023-01-01 21:00:00,17.1491,0.0,19.1713,0.0,3.245,0.0,21.8354,0.0,23.6538,0.0,17.3928,0.0
2023-01-01 22:00:00,26.1895,0.0,15.4611,0.0,15.3965,0.0,13.0503,0.0,21.8313,0.0,26.4225,0.0
2023-01-01 23:00:00,0.3458,0.0,14.1673,0.0,7.0065,0.0,16.0174,0.0,11.0007,0.0,19.7915,0.0
2023-01-02 00:00:00,15.4072,0.0,12.1134,0.0,12.5399,0.0,16.1754,0.0,24.0657,0.0,6.4834,0.0
2023-01-02 01:00:00,12.3213,0.0,2.0568,0.0,21.8301,0.0,20.6225,0.0,9.9556,0.0,19.2919,0.0
2023-01-02 02:00:00,11.0681,0.0,17.26,0.0,26.391,0.0,16.4223,0.0,37.8668,1.2189,34.2316,0.0
2023-01-02 03:00:00,17.9795,0.0,13.5902,0.0,24.3399,0.0,36.3604,0.0,41.3719,0.0,35.9579,0.0
2023-01-02 04:00:00,32.2783,0.0,13.927,0.0,32.4639,0.0,6.4384,0.0,4.461,0.0,39.3331,0.0
2023-01-02 05:00:00,32.7444,0.0,18.4652,0.0,41.3327,0.0,45.3921,0.0,22.0823,0.0,40.9625,0.0
2023-01-02 06:00:00,17.6851,0.0,21.1081,0.0,21.4043,0.0,20.8157,0.0,33.0935,0.0,31.007,0.0
2023-01-02 07:00:00,14.1419,0.0,4.2499,0.0,25.1088,0.5007,3.5089,0.0,26.4689,0.0,16.0149,0.0
2023-01-02 08:00:00,6.7734,0.0,5.746,0.0,17.7824,0.0,3.4078,0.0,5.3888,0.0,21.9464,0.5295
2023-01-02 09:00:00,3.2484,0.0,37.9714,0.0,33.4493,0.0,11.4768,0.0,20.0703,0.0,16.2624,0.0
2023-01-02 10:00:00,22.1846,0.0,17.465,0.0,20.9841,0.0,32.0565,0.0,2.5813,0.0,1.8096,0.0
2023-01-02 11:00:00,6.0593,1.6375,7.926,0.0,8.3995,0.0,19.9907,0.0,26.9958,1.4015,24.6461,0.0
2023-01-02 12:00:00,29.4377,0.0,10.8618,0.0,8.8033,0.0,27.2162,0.0,21.2636,0.6481,32.8269,0.0
2023-01-02 13:00:00,8.6632,0.0,22.7515,0.0,11.2252,0.0,20.6326,0.0,15.2986,0.0,17.8874,0.0
2023-01-02 14:00:00,4.1763,0.0,23.1967,0.0,10.351,0.0,1.7782,0.0,9.4396,0.0,7.1751,0.0
2023-01-02 15:00:00,18.3717,0.0,20.612,0.0,18.1753,0.0,5.8925,0.0,20.0675,0.0,9.3594,0.0
2023-01-02 16:00:00,8.0098,0.0,4.564,0.0,16.1222,0.0,15.5353,0.0,2.7239,0.0,8.9829,0.0
2023-01-02 17:00:00,35.4192,0.0,3.7653,0.0,10.1825,0.0,2.2935,0.0,7.8593,0.0,17.0501,0.0
2023-01-02 18:00:00,9.9607,0.0,20.1058,1.4482,6.9271,0.0,12.3997,1.5599,9.2591,0.0,21.5411,0.0
2023-01-02 19:00:00,11.4415,0.0,17.2019,0.5832,8.1209,0.0,6.7682,0.0,9.6972,0.0,52.7774,0.0
2023-01-02 20:00:00,17.1287,0.0,7.36,0.0,13.1031,0.0,6.1784,0.0,12.5261,0.0,19.748,0.0
2023-01-02 21:00:00,3.0424,0.0,5.829,0.0,18.5729,0.0,6.2225,0.0,2.7787,0.0,22.6057,0.0
2023-01-02 22:00:00,13.8055,0.0,13.4253,0.0,22.1128,0.0,15.8709,0.0,11.0657,0.0,18.717,0.0
2023-01-02 23:00:00,11.5001,0.0,16.9151,0.0,0.0,0.0,9.6999,0.0,4.5804,0.0,15.3806,0.0
2023-01-03 00:00:00,30.1715,0.0,15.0497,0.0,6.9197,0.0,24.2398,0.0,7.6095,0.0,7.15,0.0
2023-01-03 01:00:00,10.0524,0.0,30.4291,0.0,15.2766,0.0,27.7814,0.0,28.1489,0.0,19.2662,0.0
2023-01-03 02:00:00,19.0184,0.0,18.9341,0.1987,28.2859,0.0,37.1063,0.0,18.8013,0.0,10.3548,0.0
2023-01-03 03:00:00,17.8881,0.0,27.3854,0.0,32.3528,0.0,21.6322,0.0,24.762,0.0,4.9878,0.0
2023-01-03 04:00:00,44.3027,0.0,25.0674,0.0,30.903,0.0,18.0864,0.0,11.045,0.0,19.4521,0.0
2023-01-03 05:00:00,9.8818,0.0,37.1586,0.0,32.1771,0.0,28.151,0.0,9.5079,0.0,30.0686,0.0
2023-01-03 06:00:00,29.5933,0.0,31.9475,0.0,18.1058,0.0,24.371,0.0,25.9767,0.0,10.1213,0.0
2023-01-03 07:00:00,36.8185,0.0,34.5243,0.0,36.9167,0.0,25.4831,0.0,14.0137,0.0,25.3902,0.0
2023-01-03 08:00:00,42.7876,0.0,29.8859,0.0,14.0793,0.6109,11.4662,0.0,26.9517,0.0,21.5685,0.0
2023-01-03 09:00:00,16.1265,0.0,9.8821,0.0,3.3944,0.0,1.4539,0.0,18.2195,0.0,18.5883,0.0
2023-01-03 10:00:00,7.2622,0.0,4.3471,0.0,12.6535,0.0,23.4341,0.0,18.8159,0.0,6.578,0.0
2023-01-03 11:00:00,26.2117,0.0,2.5771,0.0,5.2427,0.0,7.3715,0.0,30.6799,0.0,14.7868,0.0
2023-01-03 12:00:00,23.2072,0.0,12.7461,0.0,26.6477,0.0,5.4247,0.0,22.8463,0.0,5.6723,0.0
2023-01-03 13:00:00,21.4942,0.0,17.26,0.0,18.5845,0.0,23.0002,0.0,9.0533,0.0,16.8945,0.0
2023-01-03 14:00:00,10.4859,0.0,10.5063,0.0,11.2477,0.0,13.6854,0.0,21.0556,0.0,10.934,0.0
2023-01-03 15:00:00,7.2503,0.0,43.1939,0.0,16.8747,0.0,10.6862,0.0,15.9162,0.0,14.4026,0.0
2023-01-03 16:00:00,21.0451,0.0,26.4218,0.0,10.6965,0.0,11.2315,0.0,6.9196,0.0,19.4387,0.0
2023-01-03 17:00:00,24.9301,0.0,19.4451,0.0,22.3394,0.0,14.3764,0.0,12.621,0.0,3.4399,0.0
2023-01-03 18:00:00,10.0378,0.0,22.4244,0.0,24.8617,0.0,15.8941,0.0,8.1886,0.0,8.7364,0.0
2023-01-03 19:00:00,7.289,0.0,1.4818,0.0,14.6784,0.0,14.3333,0.0,7.2935,0.0,7.5985,0.0
2023-01-03 20:00:00,1.1459,0.0,2.6662,0.0,15.2617,0.0,19.5002,0.0,12.2131,0.0,17.5583,0.0
2023-01-03 21:00:00,18.3472,0.0,17.7585,0.0,10.1259,0.0,2.2755,0.0,9.8821,0.6476,12.7697,0.0
2023-01-03 22:00:00,19.572,0.0,19.8295,0.0,1.831,0.0,4.9418,0.0,22.7316,0.0,21.3494,0.0
2023-01-03 23:00:00,14.5341,0.0,15.8001,0.0,11.7308,1.3504,20.0045,0.0,9.4636,0.2169,13.1388,0.0
2023-01-04 00:00:00,7.177,0.0,12.3961,0.0,11.8178,0.0,11.1852,0.0,9.8895,0.0,16.4362,0.0
2023-01-04 01:00:00,25.6859,0.0,9.3552,1.2474,5.2031,0.0,4.9558,0.0,14.314,0.0,7.977,0.0
2023-01-04 02:00:00,16.0319,0.0,2.8461,0.0,15.628,0.0,11.696,0.0,7.4715,0.0,16.5316,0.0
2023-01-04 03:00:00,67.2541,0.0,21.4921,1.8903,8.3251,0.0,38.3001,0.0,14.1321,0.0,25.3884,0.0
2023-01-04 04:00:00,18.3737,0.6123,9.9877,0.0,15.8852,0.0,31.4717,0.0,19.2563,0.0,23.8073,0.0
2023-01-04 05:00:00,30.238,0.0,21.5806,0.0,13.6931,0.0,17.3839,0.0,25.8099,0.0,37.2126,0.0
2023-01-04 06:00:00,14.5016,0.0,40.8401,0.0,7.0608,0.0,36.3669,0.0,6.1457,0.0,32.7161,0.0
2023-01-04 07:00:00,28.0401,0.0,66.1977,0.0,6.6838,0.0,3.2046,0.0,17.3802,0.0,26.0742,0.0
2023-01-04 08:00:00,31.4012,0.0,26.0806,0.0,15.2402,0.0,27.9017,0.0,23.4734,0.0,17.775,0.0
2023-01-04 09:00:00,7.1568,0.0,20.4716,0.0,32.629,0.0,23.3882,0.0,20.2764,0.0,12.1255,0.0
2023-01-04 10:00:00,21.7936,0.0,4.7579,0.0,18.3498,0.0,23.7205,0.0,4.9266,0.0,22.32,0.0
2023-01-04 11:00:00,24.702,0.0,13.3372,0.0,25.4562,0.0,7.1721,0.0,26.5646,0.4544,15.5405,0.0
2023-01-04 12:00:00,21.2426,0.0,17.8516,0.0,21.9674,0.0,16.3504,0.0,8.1508,0.0,17.3654,1.0384
2023-01-04 13:00:00,22.0278,0.0,7.359,0.0,6.7179,0.0,22.0518,0.0,20.5418,0.0,23.2661,0.0
2023-01-04 14:00:00,11.3914,0.0,14.0468,0.0,10.3079,0.0,4.6861,0.0,20.4185,0.0,15.3011,0.0
2023-01-04 15:00:00,8.5797,0.0,9.683,0.0,3.8649,0.0,19.0485,0.0,20.9603,0.5356,9.0078,0.0
2023-01-04 16:00:00,1.3484,0.0,4.7859,0.0,8.941,0.0,7.8698,0.0,7.0532,0.0,16.7413,0.0
2023-01-04 17:00:00,21.7788,0.0,9.6533,0.0,0.0,0.0,6.3703,0.0,8.8701,0.0,14.817,0.0
2023-01-04 18:00:00,6.3052,1.6156,14.1425,0.0,1.3907,0.0,3.8611,0.0,7.9193,0.0,9.8559,0.0
