Timestamp,energy_price_CAISO,p_RegU_CAISO,loc_RegU_CAISO,p_RegD_CAISO,loc_RegD_CAISO,p_Spin_CAISO,deploy_factor_Spin_CAISO,loc_Spin_CAISO,p_NSpin_CAISO,deploy_factor_NSpin_CAISO,loc_NSpin_CAISO,p_RMU_CAISO,loc_RMU_CAISO,p_RMD_CAISO,loc_RMD_CAISO
2023-01-01 00:00:00,35.2218447322545,6.997952677556897,0.0,20.723900112946367,0.0,6.260234075026432,0.0,0.0,5.101962347383861,0.0,0.0,2.250122236899186,0.0,15.796516151567694,0.0
2023-01-01 01:00:00,47.3089930838207,8.70094245484982,0.0,23.824177618125557,0.0,14.818088448082623,0.0,0.0,16.487163004195484,0.0,0.0,10.04574343528897,0.0,23.251580617873277,0.0
2023-01-01 02:00:00,59.4875091633329,19.1793701255691,0.0,17.713583408455868,0.0,26.18397211656037,0.0,0.0,28.502965360319614,0.0,0.0,17.103314566823187,0.0,18.60218880518362,0.0
2023-01-01 03:00:00,49.416093758494036,14.769542728033288,0.0,2.3110418165001914,0.0,1.8473673300945332,0.0,0.0,17.76960417768244,0.0,0.0,20.69663811365988,0.0,16.31566336629977,0.0
2023-01-01 04:00:00,51.91607826642952,23.526904748270635,0.0,27.763984113518184,0.0,24.981227410182278,0.0,0.0,7.030261550155476,0.0,0.0,19.49593846785529,0.0,25.679526696437264,0.0
2023-01-01 05:00:00,54.68743088201141,8.501514741090276,1.9616403533448223,21.09712095615225,0.0,21.69658482656131,0.22373968274400258,0.0,24.504581574023316,0.0,0.0,13.700274067319246,0.0,25.034982538909574,0.0
2023-01-01 06:00:00,53.45389209183699,11.08894284836667,0.0,4.99630712721401,0.0,7.705120543426626,0.0,1.445367531665023,16.4934605592059,0.0,0.0,10.579657111817717,0.0,16.71079033710272,0.0
2023-01-01 07:00:00,70.83752662172483,6.386520240099044,0.0,30.868529448306735,0.0,4.031875447120294,0.0,0.0,32.83444146612687,0.0,0.0,26.052879510858137,0.0,26.171039113757693,0.0
2023-01-01 08:00:00,63.53845884821787,12.78212432525665,0.0,16.794565722267905,0.0,32.992969643265404,0.0,0.0,29.81075481783571,0.0,0.0,15.910989788230921,0.0,6.626863248200954,0.0
2023-01-01 09:00:00,74.10379953420939,30.756135214995545,0.0,31.81142513655011,0.0,16.730843131889824,0.0,0.0,21.865798497896414,0.0,0.0,29.41792540550624,0.0,21.95981813773336,0.0
2023-01-01 10:00:00,47.679532472927995,13.756845545409913,0.0,18.406843362315673,0.0,5.581355652167596,0.0,0.0,25.778020679188938,0.0,0.0,7.320158057996984,1.4716085776858532,13.325413639593561,0.0
2023-01-01 11:00:00,49.51443055073384,16.384084774314402,0.0,16.83062801618211,0.0,16.708104876154778,0.0,0.0,9.941537779648522,0.0,0.0,23.785515245497486,0.0,15.754889050285362,0.0
2023-01-01 12:00:00,63.022149697813276,8.537109019538184,0.0,14.731704595984377,0.0,17.062093923079587,0.0,0.0,22.98997429373407,0.0,0.0,25.873634422632446,0.0,23.390444993270435,0.0
2023-01-01 13:00:00,48.50450908239467,13.775650656188104,0.0,21.268033816072013,0.0,14.620406659482267,0.0,0.0,18.43685017173424,0.06774683510220765,0.0,0.0,0.0,8.300268301210616,0.0
2023-01-01 14:00:00,51.12394640417625,18.6549625847677,0.0,24.326234181780816,0.0,20.347004004727648,0.0,0.0,24.834422254158408,0.0,0.0,13.769278689303956,0.0,18.95334042237178,0.0
2023-01-01 15:00:00,36.93719018184093,5.302586125464616,0.0,20.060807180574297,0.0,14.611942715280758,0.05737217690207322,0.0,19.81638120870198,0.0,0.0,10.054757500883264,0.0,18.32194637970263,0.0
2023-01-01 16:00:00,39.68515721843922,22.54969025807643,0.0,13.023373885061401,0.0,15.75547513771742,0.2326873739331747,0.0,10.50897672332329,0.0,0.0,11.187310032911643,0.0,0.11210356024000756,0.0
2023-01-01 17:00:00,16.252354448129836,8.695608003029196,0.0,5.78804293250957,0.0,8.461803203558269,0.0,0.0,8.71600419831034,0.37810360812615595,0.0,9.542661452844307,0.0,2.07432997656551,0.0
2023-01-01 18:00:00,51.70212093147624,10.543562676586877,0.0,17.075549693099255,0.0,16.270186750205667,0.4034141469225233,0.0,10.968096018012197,0.0,0.0,19.409166180448434,0.0,15.5037324621996,0.0
2023-01-01 19:00:00,46.340408946736076,4.1083856126626745,0.0,1.3702047447676327,0.0,25.25884561814569,0.0,0.0,8.067587199694053,0.0,0.0,13.784586861513313,0.0,17.41272700180622,0.0
2023-01-01 20:00:00,20.567094324540857,3.2490981557476766,0.0,12.430993744803112,0.0,8.800561213672333,0.0,0.0,9.232766907356037,0.0,0.0,4.76248438746956,0.0,10.004571038877764,0.0
2023-01-01 21:00:00,41.08680075115733,15.690951844156775,0.0,5.124041325933704,0.0,11.5653085055216,0.0,0.0,0.3749949089210549,0.0,0.0,5.971574088290528,0.0,12.387943156646134,0.0
2023-01-01 22:00:00,52.4123456224534,24.589161757696434,0.0,24.90069951210066,0.0,19.125407428570675,0.0,0.0,9.84540683266113,0.0,0.0,7.3084086136606725,0.0,22.037495237558026,0.0
2023-01-01 23:00:00,54.3793569568148,8.016741815983222,0.0,27.699901859342255,0.0,24.804833710493735,0.0,0.0,25.972234706398513,0.0,0.0,24.611540571848487,0.0,13.210731879938189,0.0
2023-01-02 00:00:00,56.48134221335417,18.47530111685977,0.0,22.71116173221827,0.0,15.453831214670553,0.3714548468616295,0.0,28.89024110441264,0.0,0.0,8.512952334471029,0.0,11.866057960259976,0.0
2023-01-02 01:00:00,64.41660115326262,29.09852868879194,0.0,26.771682723810446,0.0,27.691925367303437,0.0,0.0,13.209676184638962,0.21363931139966752,0.0,21.90913165709883,0.0,34.129626504749595,0.0
2023-01-02 02:00:00,59.816928837663795,24.364899911211143,0.0,23.80526194303018,0.0,22.33765458890887,0.0,0.6284779357886007,12.832640761122553,0.0,0.0,18.42053078121925,0.0,11.287742231377221,0.0
2023-01-02 03:00:00,60.34248284274858,18.444913434960693,0.0,22.84756576620921,0.3195872256667297,10.542668646756566,0.0,0.0,33.996453308756486,0.0,0.0,8.403398909519584,0.0,10.399641211989632,0.0
2023-01-02 04:00:00,71.44224164079547,28.604042771645638,0.0,20.85912882589113,0.0,7.192575909253081,0.030890287047872694,0.0,21.403735691882833,0.0,0.0,28.265125460288516,0.0,35.090199192642935,0.0
2023-01-02 05:00:00,63.26688943968339,14.057763625083101,0.0,16.74982520414129,0.0,10.23233394384559,0.0,0.0,19.003227822678355,0.0,0.0,31.415571630873348,0.0,22.13228640271122,0.0
2023-01-02 06:00:00,74.98621786258326,16.124663274491933,0.0,26.298137005724413,0.0,19.28816999964003,0.0,0.0,36.290444525094955,0.0782471710029017,0.0,27.87000859982535,0.0,33.90957676266601,0.0
2023-01-02 07:00:00,70.09526809333639,4.721259602132382,0.0,11.484769956865902,0.0,15.860254218290692,0.0,0.0,14.493185966169769,0.0,0.0,14.011945133779294,0.0,20.45665382218534,0.0
2023-01-02 08:00:00,72.29152467553273,28.18344627187746,0.0,35.81969644550816,0.0,19.927193227449305,0.0,0.0,13.263270110573607,0.0,0.0,34.73575759271603,0.0,20.135647795849202,0.0
2023-01-02 09:00:00,73.78005477574479,27.83264891602967,0.0,25.982836903329268,0.0,6.3789969643971896,0.0,0.0,15.88770932647806,0.0,0.0,15.19581211292343,1.4147492830051356,32.844950920780455,0.0
2023-01-02 10:00:00,77.00992128042115,37.42555110969477,0.0,36.39390219439211,0.0,11.537218785737902,0.0,0.0,20.76983443277884,0.0,0.0,39.00159698252157,0.0,26.18278320696199,0.0
2023-01-02 11:00:00,59.38031166819453,30.864591294866923,0.0,17.86466580197596,0.0,8.12558839349461,0.0,0.0,8.666313557319107,0.49655738527681564,0.0,10.974024106773495,0.0,19.904321679857276,0.0
2023-01-02 12:00:00,50.391809445036806,15.606958505128285,0.0,23.230491524787016,0.0,18.12473177355198,0.0,0.0,23.139288764194216,0.0,0.0,15.109730562751018,0.0,15.150163730160548,0.0
2023-01-02 13:00:00,47.68185564056051,20.5476106804697,0.0,6.831469664602651,0.0,7.213363729701065,0.0,0.0,10.783086675933744,0.0,0.0,6.680328474129711,0.0,8.518786382874532,0.0
2023-01-02 14:00:00,55.34830780934656,10.807968422164585,0.0,13.97069460170917,0.0,22.28701156811989,0.0,0.0,19.279680051309512,0.0,1.9573171540855618,8.263197672117196,0.0,20.02441509504483,0.0
2023-01-02 15:00:00,42.91205123326068,8.415268796575232,0.0,3.1533226545235737,0.0,7.325498838770261,0.0,0.0,10.548852284869964,0.0,0.0,19.40008502909007,0.0,21.489179637514585,0.0
2023-01-02 16:00:00,49.50664336013204,10.654983657439008,0.0,20.63254818117249,0.0,8.27089266540726,0.0,0.0,13.630508899229802,0.0,0.0,1.5781953684216008,0.0,19.52000544525203,0.0
2023-01-02 17:00:00,41.21284767770339,8.71453150991251,0.0,18.288954699051132,0.0,7.267847620748743,0.0,0.0,19.025915464707555,0.0,0.0,11.410421379066435,0.0,4.541609428825667,1.1765287857526634
2023-01-02 18:00:00,53.237093953715046,21.420578728706193,0.0,20.579121254985317,0.0,6.446380729607261,0.0,0.0,16.290568281811336,0.0,0.0,8.624753544489549,0.0,11.015278846535363,0.0
2023-01-02 19:00:00,43.47112257929937,18.66598464065371,0.0,18.64094587035869,0.0,12.754875320126338,0.0,0.0,0.0,0.0,0.0,9.352820631921992,0.901327766399756,22.854741596041226,0.0
