Electrolyzer_Capacity_MW,Battery_Capacity_MWh,Battery_Power_MW,H2_Storage_Capacity_kg,H2_Constant_Sales_Rate_kg_hr,pIES_MW,pTurbine_MW,qSteam_Turbine_MWth,pElectrolyzer_MW,pElectrolyzerSetpoint_MW,mHydrogenProduced_kg_hr,qSteam_Electrolyzer_MWth,pAuxiliary_MW,H2_Storage_Level_kg,H2_from_Storage_kg_hr,H2_to_Storage_Input_kg_hr,"Electrolyzer_Status(0=off,1=on)","Electrolyzer_Startup(0=no,1=yes)","Electrolyzer_Shutdown(0=no,1=yes)",DegradationState_Units,pElectrolyzerRampPos_MW,pElectrolyzerRampNeg_MW,qSteamElectrolyzerRampPos_MWth,qSteamElectrolyzerRampNeg_MWth,Battery_SOC_MWh,Battery_Charge_MW,Battery_Discharge_MW,Battery_Charge_Binary,Battery_Discharge_Binary,pGridPurchase_MW,pGridSale_MW,NSR_Electrolyzer_Bid_MW,RampDown_Electrolyzer_Bid_MW,RampUp_Electrolyzer_Bid_MW,RegDown_Electrolyzer_Bid_MW,RegUp_Electrolyzer_Bid_MW,SR_Electrolyzer_Bid_MW,NSR_Battery_Bid_MW,RampDown_Battery_Bid_MW,RampUp_Battery_Bid_MW,RegDown_Battery_Bid_MW,RegUp_Battery_Bid_MW,SR_Battery_Bid_MW,NSR_Turbine_Bid_MW,RampDown_Turbine_Bid_MW,RampUp_Turbine_Bid_MW,RegDown_Turbine_Bid_MW,RegUp_Turbine_Bid_MW,SR_Turbine_Bid_MW,Total_NSR_Bid_MW,Total_RampDown_Bid_MW,Total_RampUp_Bid_MW,Total_RegDown_Bid_MW,Total_RegUp_Bid_MW,Total_SR_Bid_MW,NSR_Electrolyzer_Deployed_MW,RampDown_Electrolyzer_Deployed_MW,RampUp_Electrolyzer_Deployed_MW,RegDown_Electrolyzer_Deployed_MW,RegUp_Electrolyzer_Deployed_MW,SR_Electrolyzer_Deployed_MW,NSR_Battery_Deployed_MW,RampDown_Battery_Deployed_MW,RampUp_Battery_Deployed_MW,RegDown_Battery_Deployed_MW,RegUp_Battery_Deployed_MW,SR_Battery_Deployed_MW,NSR_Turbine_Deployed_MW,RampDown_Turbine_Deployed_MW,RampUp_Turbine_Deployed_MW,RegDown_Turbine_Deployed_MW,RegUp_Turbine_Deployed_MW,SR_Turbine_Deployed_MW,EnergyPrice_LMP_USDperMWh,p_RegU_CAISO,loc_RegU_CAISO,winning_rate_RegU_CAISO,mileage_factor_RegU_CAISO,performance_factor_RegU_CAISO,deploy_factor_RegU_CAISO,p_RegD_CAISO,loc_RegD_CAISO,winning_rate_RegD_CAISO,mileage_factor_RegD_CAISO,performance_factor_RegD_CAISO,deploy_factor_RegD_CAISO,p_Spin_CAISO,loc_Spin_CAISO,winning_rate_Spin_CAISO,deploy_factor_Spin_CAISO,p_NSpin_CAISO,loc_NSpin_CAISO,winning_rate_NSpin_CAISO,deploy_factor_NSpin_CAISO,p_RMU_CAISO,loc_RMU_CAISO,winning_rate_RMU_CAISO,deploy_factor_RMU_CAISO,p_RMD_CAISO,loc_RMD_CAISO,winning_rate_RMD_CAISO,deploy_factor_RMD_CAISO,Revenue_Energy_USD,Revenue_Hydrogen_Sales_USD,Revenue_Hydrogen_Subsidy_USD,Revenue_Hydrogen_USD,Revenue_Ancillary_USD,Revenue_Total_USD,Cost_VOM_Turbine_USD,Cost_VOM_Electrolyzer_USD,Cost_VOM_Battery_USD,Cost_Water_USD,Cost_Ramping_USD,Cost_Storage_Cycle_USD,Cost_Startup_USD,Cost_Fuel_NPP_USD,Cost_Fixed_OM_NPP_USD,Cost_HourlyOpex_NPP_USD,Cost_HourlyOpex_H2_Battery_USD,Cost_HourlyOpex_Total_USD,Profit_Hourly_USD
200.0,0.0,0.0,19745.916,4524.2898,943.7344,1146.1061,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9648.5788,0.0,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,943.7344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9016,5.1486,0.0,54.9804,0.0,0.0,0.7447,11.1514,1.0,0.5362,0.0,0.0,0.7447,11.1514,1.0,0.0939,0.0,0.0,0.2705,0.0,0.0,0.0,0.1672,0.0,0.0,0.0,0.5444,0.6321,0.0,0.0,0.5448,0.0,51886.8921,0.0,14230.3433,14230.3433,332.6472,66449.8826,1146.1061,1380.0,0.0,142.3034,0.0,47.4345,0.0,11590.0,30430.3653,43166.4714,1569.7379,44736.2093,21713.6733
200.0,0.0,0.0,19745.916,4524.2898,943.7344,1146.1061,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9680.5354,4524.2898,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,1.0,0.0,943.7344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0232,5.1543,0.0,54.0084,0.0,0.0,0.7247,12.5319,0.9132,0.5516,0.0,0.0,0.7247,12.5319,0.9132,0.1095,0.0,0.0,0.2249,0.0,0.0,0.0,0.1093,0.0,0.0,0.0,0.5054,0.537,0.0,0.0,0.5898,0.0,50969.5823,13572.8693,14230.3433,27803.2126,333.6352,79106.4301,1146.1061,1380.0,0.0,142.3034,0.0,92.6774,0.0,11590.0,30430.3653,43166.4714,1614.9808,44781.4522,34324.9779
200.0,0.0,0.0,19745.916,4524.2898,943.7344,1146.1061,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9712.492,4524.2898,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,1.0,0.0,943.7344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3544,5.9447,0.0,54.1596,0.0,0.0,0.8049,14.4067,1.0,0.5728,0.0,0.0,0.8049,14.4067,1.0,0.1305,0.0,0.0,0.4573,0.0,0.0,0.0,0.274,0.0,0.0,0.0,0.6741,0.0,0.0,0.0,0.765,0.0,51112.275,13572.8693,14230.3433,27803.2126,395.3148,79310.8024,1146.1061,1380.0,0.0,142.3034,0.0,92.6774,0.0,11590.0,30430.3653,43166.4714,1614.9808,44781.4522,34529.3502
200.0,0.0,0.0,19745.916,4524.2898,943.7344,1146.1061,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9744.4486,4524.2898,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,1.0,0.0,0.0,943.7344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5321,6.1076,0.0,53.2356,0.0,0.0,0.8023,14.6837,0.9373,0.5904,0.0,0.0,0.8023,14.6837,0.9373,0.1481,0.0,0.0,0.4019,0.0,0.0,0.0,0.1982,0.0,0.0,0.0,0.776,0.0,0.0,0.0,0.4057,0.0,50240.2644,13572.8693,14230.3433,27803.2126,406.7004,78450.1774,1146.1061,1380.0,0.0,142.3034,0.0,92.6774,0.0,11590.0,30430.3653,43166.4714,1614.9808,44781.4522,33668.7252
200.0,0.0,0.0,19745.916,4524.2898,943.7344,1146.1061,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9776.4052,4524.2898,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,1.0,0.0,943.7344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0431,7.4852,0.0,51.852,0.0,0.0,0.9534,11.2512,0.9806,0.6089,0.0,0.0,0.9534,11.2512,0.9806,0.1662,0.0,0.0,0.3879,0.0,0.0,0.0,0.1911,0.0,0.0,0.0,0.5601,0.0,0.0,0.0,0.4408,0.0,48934.5136,13572.8693,14230.3433,27803.2126,494.0644,77231.7905,1146.1061,1380.0,0.0,142.3034,0.0,92.6774,0.0,11590.0,30430.3653,43166.4714,1614.9808,44781.4522,32450.3383
200.0,0.0,0.0,19745.916,4524.2898,943.7344,1146.1061,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9808.3619,4524.2898,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,1.0,0.0,943.7344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7612,6.0769,0.0,49.476,0.0,0.0,0.7576,13.8318,0.948,0.6221,0.0,0.0,0.7576,13.8318,0.948,0.1803,0.0,0.0,0.2111,0.0,0.0,0.0,0.1759,0.0,0.0,0.0,0.6092,0.0,0.0,0.0,0.5839,0.0,46692.2008,13572.8693,14230.3433,27803.2126,387.8025,74883.2158,1146.1061,1380.0,0.0,142.3034,0.0,92.6774,0.0,11590.0,30430.3653,43166.4714,1614.9808,44781.4522,30101.7637
200.0,0.0,0.0,19745.916,4524.2898,943.7344,1146.1061,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9840.3185,4524.2898,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,1.0,0.0,0.0,943.7344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0014,6.4048,0.0,52.1964,0.0,0.0,0.773,11.5,0.9733,0.6426,0.0,0.0,0.773,11.5,0.9733,0.2008,0.0,0.0,0.3184,0.0,0.0,0.0,0.1757,0.0,0.0,0.0,0.6994,0.0,0.0,0.0,0.4303,0.0,49259.5357,13572.8693,14230.3433,27803.2126,438.7719,77501.5201,1146.1061,1380.0,0.0,142.3034,0.0,92.6774,0.0,11590.0,30430.3653,43166.4714,1614.9808,44781.4522,32720.068
200.0,0.0,0.0,19745.916,4524.2898,943.7344,1146.1061,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9872.2751,4524.2898,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,1.0,0.0,943.7344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3437,7.4193,0.0,54.5916,0.0,0.0,0.891,11.4967,0.9783,0.6458,0.0,0.0,0.891,11.4967,0.9783,0.204,0.0,0.0,0.2421,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.7979,0.0,0.0,0.0,0.7852,0.0,51519.9682,13572.8693,14230.3433,27803.2126,532.9732,79856.154,1146.1061,1380.0,0.0,142.3034,0.0,92.6774,0.0,11590.0,30430.3653,43166.4714,1614.9808,44781.4522,35074.7018
200.0,0.0,0.0,19745.916,4524.2898,943.7344,1146.1061,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9904.2317,4524.2898,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,1.0,0.0,943.7344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8468,5.9862,0.0,43.128,0.0,0.0,0.7278,11.0811,0.992,0.6379,0.0,0.0,0.7278,11.0811,0.992,0.1968,0.0,0.0,0.2707,0.0,0.0,0.0,0.2439,0.0,0.0,0.0,0.4675,0.0,0.0,0.0,0.4388,0.0,40701.3751,13572.8693,14230.3433,27803.2126,337.8212,68842.4089,1146.1061,1380.0,0.0,142.3034,0.0,92.6774,0.0,11590.0,30430.3653,43166.4714,1614.9808,44781.4522,24060.9567
200.0,0.0,0.0,19745.916,4524.2898,943.7344,1146.1061,3373.0524,200.0,200.0,4743.4478,37.9476,2.3717,9936.1883,4524.2898,4743.4478,1.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,1.0,0.0,943.7344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,12.8939,12.8939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9496,6.4767,0.0,41.3724,0.0,0.0,0.7958,12.2684,0.8996,0.6312,0.0,0.0,0.7958,12.2684,0.8996,0.19,0.0,0.0,0.4343,0.0,0.0,0.0,0.2869,0.0,0.0,0.0,0.5848,0.0,0.0,0.0,0.5735,0.0,39044.5551,13572.8693,14230.3433,27803.2126,348.6171,67196.3848,1146.1061,1380.0,0.0,142.3034,0.0,92.6774,0.0,11590.0,30430.3653,43166.4714,1614.9808,44781.4522,22414.9326
