Timestamp,energy_price_ISONE,p_Spin10_ISONE,deploy_factor_Spin10_ISONE,loc_Spin10_ISONE,p_NSpin10_ISONE,deploy_factor_NSpin10_ISONE,loc_NSpin10_ISONE,p_OR30_ISONE,deploy_factor_OR30_ISONE,loc_OR30_ISONE
2023-01-01 00:00:00,32.864278474517775,5.58710419931479,0.0,0.0,9.876843597502559,0.0,0.0,1.1177896782466599,0.0,0.0
2023-01-01 01:00:00,39.52347548296749,15.8330845795079,0.0,0.0,4.072224422555272,0.0,0.0,7.404760488245602,0.0,0.0
2023-01-01 02:00:00,56.83482722394303,5.077790147054376,0.0,0.0,1.5799319011589699,0.04345482752821229,0.0,21.294623162770222,0.0,0.0
2023-01-01 03:00:00,55.62064337511052,14.786653195629992,0.0,0.0,9.806363900852448,0.0,0.0,10.18137756354788,0.0,0.0
2023-01-01 04:00:00,48.99544349282035,6.939200487961854,0.0,0.0,7.542028183487881,0.0,0.0,10.73995795947888,0.0,0.0
2023-01-01 05:00:00,70.18362016627343,11.253483091628933,0.0,0.0,18.15809062432791,0.0,0.0,23.662994097647836,0.0,0.0
2023-01-01 06:00:00,73.63974536717477,6.657405906550448,0.0,0.9765579507552031,31.557280074239376,0.0,0.0,32.45886309373157,0.0,0.0
2023-01-01 07:00:00,56.779160470307176,17.671246797131484,0.0,0.0,23.376841218857212,0.0,0.0,21.047359634315008,0.0,0.0
2023-01-01 08:00:00,48.95405431378264,9.68614502805436,0.0,0.0,5.956667711193372,0.03672183725493094,0.0,20.628385735950364,0.0,1.178033791079611
2023-01-01 09:00:00,58.467604354559015,3.321545148421392,0.0,0.0,2.771221912246231,0.0,0.0,19.099129806611835,0.0,0.0
2023-01-01 10:00:00,74.52099247345835,6.448311995081815,0.0,0.0,24.920211842569337,0.2633919403961069,0.0,25.488504625499814,0.0,0.0
2023-01-01 11:00:00,60.83342968436295,27.720893819376766,0.0,0.0,17.443778645936547,0.0,0.0,14.893138474160587,0.14056883085431632,0.0
2023-01-01 12:00:00,56.28992657487009,5.706356015716624,0.0,0.0,19.376024947955457,0.0,0.0,27.578516059845818,0.0,0.0
2023-01-01 13:00:00,60.73034116260979,14.618562599438956,0.0,0.0,6.912840876826996,0.0,0.0,5.206739583585412,0.45462392413701763,0.0
2023-01-01 14:00:00,46.491317043818256,6.334210900000189,0.0,0.0,16.80009507437928,0.0,0.0,5.6223250768633495,0.0,0.0
2023-01-01 15:00:00,45.731199031449265,19.932271017569555,0.0,0.0,23.116271234068027,0.0,0.0,15.35248857404525,0.37426758817093875,1.1986192963277624
2023-01-01 16:00:00,40.68750646913764,8.275357396287378,0.0,0.0,16.136938390742294,0.0,0.0,13.747488506783755,0.0,0.0
2023-01-01 17:00:00,10.622504890747521,3.2033501231932258,0.0,0.0,5.8179574959833245,0.0,0.0,5.628225548122446,0.0,0.0
2023-01-01 18:00:00,39.50812959821038,10.277778128985036,0.0,0.0,9.891305936000235,0.0,0.0,18.507908700493473,0.0,0.0
2023-01-01 19:00:00,42.81429294109817,9.433782123200153,0.2778957644661181,0.0,23.080004080168568,0.0,0.0,5.824374077371882,0.0,0.0
